"Time"	"Standard force"	"Standard travel"
"s"	"N"	"mm"
344,277	468,133	0,95093
344,301	468,238	0,950999
344,353	468,348	0,951137
344,385	468,463	0,951238
344,435	468,564	0,951364
344,459	468,667	0,951437
344,497	468,773	0,95154
344,531	468,873	0,951635
344,575	468,978	0,951756
344,619	469,092	0,951875
344,653	469,194	0,95197
344,687	469,297	0,952068
344,715	469,413	0,952143
344,757	469,52	0,952262
344,793	469,627	0,952365
344,819	469,74	0,952441
344,859	469,845	0,952546
344,895	469,971	0,952647
344,931	470,075	0,952747
344,975	470,18	0,952866
345,003	470,285	0,952951
345,043	470,395	0,953054
345,091	470,508	0,953189
345,135	470,63	0,95331
345,165	470,737	0,953399
345,211	470,85	0,953516
345,255	470,953	0,953647
345,283	471,067	0,953725
345,333	471,168	0,953875
345,373	471,275	0,953974
345,413	471,391	0,954088
345,457	471,502	0,954201
345,499	471,608	0,954325
345,549	471,71	0,95446
345,591	471,828	0,954578
345,629	471,93	0,954688
345,661	472,037	0,954778
345,713	472,145	0,954914
345,753	472,25	0,955033
345,789	472,356	0,955134
345,847	472,467	0,955284
345,873	472,579	0,955365
345,915	472,684	0,955485
345,969	472,785	0,955633
346,001	472,896	0,955729
346,053	473,007	0,955871
346,125	473,118	0,956066
346,185	473,225	0,956216
346,253	473,334	0,956405
346,305	473,441	0,956555
346,341	473,547	0,956658
346,411	473,647	0,956855
346,455	473,754	0,956975
346,501	473,864	0,957102
346,557	473,968	0,957265
346,597	474,069	0,95738
346,647	474,174	0,957529
346,705	474,275	0,957677
346,805	474,32	0,957946
346,857	474,434	0,958091
346,901	474,543	0,958216
346,939	474,649	0,958322
346,991	474,753	0,958474
347,031	474,863	0,958583
347,069	474,966	0,958683
347,107	475,075	0,958785
347,155	475,176	0,958917
347,195	475,292	0,959026
347,229	475,398	0,959129
347,257	475,51	0,959209
347,305	475,625	0,95935
347,341	475,729	0,959452
347,373	475,838	0,959538
347,413	475,94	0,95965
347,443	476,042	0,959729
347,495	476,147	0,959865
347,531	476,256	0,959962
347,569	476,361	0,960063
347,603	476,465	0,960163
347,627	476,578	0,96024
347,669	476,684	0,960346
347,695	476,789	0,960423
347,733	476,897	0,960533
347,759	477,003	0,960608
347,789	477,104	0,960686
347,831	477,205	0,960808
347,861	477,313	0,960891
347,899	477,434	0,960989
347,947	477,538	0,961131
347,969	477,645	0,961188
348,005	477,754	0,961282
348,041	477,856	0,96138
348,077	477,958	0,961475
348,113	478,063	0,961584
348,137	478,164	0,961647
348,171	478,271	0,961743
348,201	478,372	0,961829
348,235	478,472	0,961924
348,269	478,584	0,962018
348,293	478,689	0,962085
348,329	478,791	0,962181
348,371	478,895	0,962298
348,403	479,008	0,962384
348,475	479,111	0,962592
348,513	479,218	0,962696
348,537	479,319	0,962762
348,585	479,423	0,962893
348,617	479,536	0,96299
348,653	479,642	0,963095
348,681	479,761	0,963173
348,723	479,862	0,963285
348,761	479,971	0,963383
348,803	480,071	0,963499
348,835	480,179	0,963598
348,853	480,287	0,963653
348,895	480,401	0,96376
348,935	480,507	0,96387
348,965	480,611	0,963958
348,999	480,729	0,96405
349,035	480,834	0,964151
349,071	480,952	0,964246
349,113	481,07	0,964365
349,147	481,174	0,964461
349,175	481,287	0,964537
349,223	481,398	0,964666
349,261	481,5	0,964774
349,297	481,605	0,964862
349,323	481,706	0,964939
349,363	481,806	0,965054
349,399	481,927	0,965158
349,431	482,044	0,965247
349,473	482,158	0,965372
349,503	482,269	0,96546
349,543	482,381	0,965563
349,583	482,491	0,965677
349,617	482,6	0,965775
349,657	482,704	0,96587
349,693	482,813	0,965967
349,737	482,914	0,966085
349,761	483,015	0,966148
349,803	483,124	0,96627
349,833	483,235	0,966357
349,867	483,34	0,966464
349,893	483,441	0,966541
349,927	483,553	0,966636
349,955	483,659	0,966715
349,985	483,765	0,966797
350,027	483,873	0,966905
350,055	483,973	0,966974
350,095	484,079	0,967085
350,129	484,188	0,96718
350,175	484,299	0,967305
350,231	484,409	0,967459
350,257	484,51	0,967543
350,309	484,614	0,967685
350,357	484,714	0,967822
350,401	484,823	0,967947
350,439	484,929	0,968051
350,481	485,03	0,968168
350,529	485,133	0,968303
350,565	485,236	0,9684
350,601	485,34	0,968503
350,653	485,457	0,968643
350,693	485,581	0,968754
350,739	485,685	0,968884
350,777	485,786	0,968991
350,813	485,894	0,969092
350,845	485,995	0,969166
350,893	486,097	0,969297
350,923	486,199	0,969388
350,961	486,309	0,969488
350,991	486,415	0,969574
351,033	486,519	0,969691
351,061	486,62	0,969772
351,089	486,735	0,969862
351,129	486,839	0,969972
351,163	486,942	0,970058
351,253	487,044	0,970313
351,327	486,942	0,970512
351,403	486,827	0,970715
351,503	486,852	0,971011
351,595	486,963	0,971263
351,655	487,066	0,971424
351,741	487,177	0,971655
351,799	487,281	0,971821
351,853	487,4	0,971972
351,891	487,503	0,972085
351,943	487,607	0,972226
351,991	487,711	0,972358
352,031	487,814	0,97247
352,089	487,92	0,972624
352,149	488,023	0,972786
352,193	488,125	0,972911
352,261	488,232	0,973109
352,297	488,338	0,973213
352,347	488,45	0,973361
352,405	488,553	0,973506
352,445	488,66	0,973624
352,499	488,768	0,973756
352,547	488,87	0,97389
352,593	488,978	0,974028
352,635	489,081	0,974139
352,671	489,195	0,974249
352,701	489,302	0,97434
352,741	489,414	0,974441
352,793	489,521	0,97458
352,831	489,622	0,974683
352,881	489,732	0,974816
352,911	489,834	0,974911
352,949	489,946	0,975026
352,987	490,055	0,975124
353,027	490,162	0,975238
353,059	490,27	0,975333
353,111	490,382	0,975469
353,149	490,492	0,975571
353,183	490,593	0,975665
353,221	490,695	0,975766
353,259	490,803	0,975874
353,299	490,911	0,975987
353,331	491,013	0,976075
353,371	491,122	0,976188
353,399	491,227	0,97627
353,435	491,327	0,976369
353,485	491,446	0,976508
353,529	491,566	0,976629
353,573	491,689	0,976751
353,607	491,794	0,976847
353,651	491,901	0,976966
353,691	492,017	0,977072
353,725	492,133	0,977176
353,757	492,002	0,97727
353,763	491,899	0,977284
353,801	491,999	0,977384
353,867	492,123	0,977568
353,903	492,24	0,977673
353,957	492,351	0,977818
354,017	492,453	0,977982
354,051	492,561	0,978081
354,093	492,676	0,978194
354,131	492,779	0,978305
354,183	492,882	0,978444
354,213	492,983	0,978539
354,251	493,087	0,978645
354,299	493,2	0,978765
354,355	493,304	0,978919
354,387	493,409	0,979003
354,425	493,516	0,979112
354,465	493,617	0,979219
354,497	493,737	0,979313
354,545	493,839	0,979444
354,577	493,945	0,979537
354,613	494,058	0,979642
354,649	494,158	0,97974
354,693	494,264	0,979869
354,717	494,37	0,979941
354,753	494,477	0,980036
354,793	494,582	0,980148
354,839	494,69	0,980272
354,879	494,796	0,980385
354,907	494,903	0,980464
354,947	495,013	0,98058
354,991	495,125	0,980687
355,035	495,227	0,98081
355,067	495,33	0,980896
355,091	495,433	0,980961
355,131	495,552	0,981079
355,179	495,657	0,981209
355,205	495,764	0,981286
355,247	495,875	0,98141
355,273	495,979	0,981479
355,323	496,09	0,981613
355,359	496,206	0,981717
355,399	496,314	0,981827
355,433	496,415	0,981916
355,465	496,519	0,982007
355,495	496,621	0,982092
355,531	496,723	0,982193
355,569	496,845	0,982299
355,595	496,964	0,98237
355,653	497,074	0,982525
355,691	497,176	0,982625
355,727	497,277	0,982727
355,749	497,38	0,982796
355,787	497,494	0,982908
355,819	497,608	0,982994
355,849	497,715	0,983082
355,885	497,828	0,98318
355,919	497,928	0,983264
355,955	498,03	0,983365
355,991	498,134	0,983464
356,019	498,243	0,983539
356,065	498,36	0,983666
356,097	498,462	0,983756
356,127	498,562	0,98385
356,159	498,683	0,98394
356,193	498,804	0,984042
356,229	498,915	0,984139
356,271	499,017	0,984246
356,295	499,126	0,984315
356,331	499,234	0,984415
356,361	499,339	0,984495
356,399	499,449	0,984604
356,449	499,564	0,984736
356,487	499,671	0,984852
356,521	499,773	0,984942
356,551	499,874	0,985024
356,575	499,977	0,985101
356,611	500,089	0,985193
356,657	500,191	0,985319
356,677	500,305	0,985375
356,725	500,421	0,985503
356,763	500,529	0,985605
356,799	500,631	0,985713
356,833	500,74	0,985802
356,871	500,854	0,985916
356,911	500,972	0,986026
356,953	501,082	0,986143
356,989	501,184	0,986238
357,025	501,289	0,986338
357,053	501,391	0,986423
357,089	501,492	0,986512
357,133	501,611	0,986637
357,167	501,714	0,986727
357,197	501,815	0,98682
357,233	501,919	0,986924
357,269	502,027	0,987024
357,315	502,135	0,987144
357,351	502,24	0,987245
357,389	502,345	0,987345
357,435	502,448	0,987468
357,535	502,543	0,987755
357,575	502,647	0,98787
357,611	502,75	0,987962
357,655	502,867	0,98809
357,697	502,977	0,988207
357,739	503,077	0,98833
357,795	503,191	0,988491
357,847	503,301	0,988626
357,885	503,402	0,988731
357,949	503,508	0,988898
357,991	503,613	0,989019
358,033	503,717	0,989134
358,093	503,818	0,989315
358,131	503,918	0,989418
358,199	504,019	0,989602
358,245	504,122	0,989725
358,345	504,133	0,990008
358,387	504,238	0,990133
358,451	504,349	0,990309
358,507	504,247	0,990454
358,553	504,136	0,990578
358,613	504,004	0,990745
358,651	503,896	0,990851
358,735	503,997	0,991097
358,835	503,951	0,991379
358,935	503,946	0,991647
359,035	503,968	0,991916
359,127	504,072	0,992178
359,227	504,146	0,992464
359,327	504,181	0,992735
359,413	504,283	0,992963
359,473	504,386	0,993144
359,523	504,487	0,993291
359,573	504,592	0,993431
359,673	504,686	0,993697
359,729	504,793	0,993854
359,829	504,851	0,994126
359,897	504,957	0,994314
359,963	505,063	0,994495
360,043	505,174	0,994729
360,141	505,275	0,995006
360,241	505,363	0,995277
360,341	505,467	0,995551
360,433	505,586	0,995797
360,529	505,689	0,996069
360,611	505,794	0,996306
360,671	505,906	0,996476
360,771	505,989	0,996752
360,871	506,014	0,99702
360,971	506,068	0,997305
361,069	506,172	0,997579
361,157	506,272	0,997819
361,257	506,328	0,998096
361,313	506,434	0,99825
361,387	506,536	0,998461
361,467	506,651	0,998685
361,525	506,756	0,998844
361,597	506,871	0,999044
361,689	506,976	0,999298
361,739	507,089	0,999436
361,821	507,205	0,99967
361,871	507,313	0,999804
361,971	507,392	1,00008
362,035	507,502	1,00025
362,129	507,607	1,00052
362,189	507,711	1,00069
362,267	507,827	1,00091
362,329	507,948	1,00108
362,425	508,061	1,00134
362,477	508,171	1,00148
362,555	508,278	1,0017
362,647	508,401	1,00196
362,715	508,516	1,00215
362,795	508,617	1,00236
362,871	508,723	1,00257
362,923	508,83	1,00273
362,979	508,941	1,00288
363,035	509,057	1,00305
363,109	509,165	1,00324
363,153	509,271	1,00337
363,219	509,386	1,00354
363,273	509,49	1,0037
363,323	509,598	1,00383
363,369	509,71	1,00396
363,413	509,82	1,00408
363,455	509,926	1,0042
363,501	510,027	1,00433
363,529	510,143	1,00441
363,565	510,243	1,00451
363,609	510,343	1,00463
363,655	510,458	1,00476
363,695	510,559	1,00487
363,747	510,664	1,00501
363,791	510,769	1,00513
363,827	510,882	1,00524
363,865	510,984	1,00535
363,893	511,091	1,00542
363,929	511,208	1,00553
363,973	511,308	1,00565
364,003	511,409	1,00573
364,045	511,511	1,00585
364,087	511,618	1,00596
364,131	511,733	1,00608
364,157	511,835	1,00616
364,193	511,937	1,00625
364,229	512,044	1,00635
364,269	512,151	1,00646
364,299	512,261	1,00654
364,329	512,365	1,00663
364,365	512,475	1,00673
364,397	512,575	1,00681
364,421	512,678	1,00689
364,451	512,791	1,00697
364,493	512,893	1,00708
364,519	513,004	1,00716
364,555	513,108	1,00725
364,591	513,212	1,00736
364,623	513,312	1,00745
364,647	513,424	1,00752
364,681	513,536	1,0076
364,713	513,639	1,00769
364,745	513,746	1,00778
364,769	513,849	1,00786
364,799	513,963	1,00793
364,839	514,067	1,00805
364,871	514,168	1,00813
364,905	514,284	1,00823
364,931	514,386	1,00831
364,953	514,488	1,00837
364,991	514,596	1,00848
365,017	514,713	1,00855
365,051	514,821	1,00864
365,087	514,921	1,00873
365,117	515,035	1,00882
365,153	515,136	1,00892
365,177	515,24	1,00899
365,211	515,359	1,00909
365,231	515,47	1,00915
365,269	515,572	1,00925
365,297	515,68	1,00933
365,345	515,79	1,00945
365,363	515,897	1,0095
365,403	516,005	1,00961
365,425	516,123	1,00968
365,451	516,238	1,00975
365,487	516,351	1,00985
365,511	516,459	1,00992
365,539	516,564	1,01
365,563	516,681	1,01007
365,601	516,786	1,01017
365,629	516,892	1,01024
365,655	517,009	1,01032
365,685	517,125	1,0104
365,719	517,234	1,01049
365,749	517,359	1,01057
365,781	517,466	1,01066
365,811	517,568	1,01075
365,831	517,679	1,01081
365,863	517,788	1,0109
365,895	517,901	1,01098
365,927	518,005	1,01107
365,951	518,107	1,01112
365,989	518,21	1,01123
366,009	518,314	1,01129
366,031	518,414	1,01135
366,063	518,518	1,01144
366,091	518,64	1,01152
366,117	518,75	1,01159
366,149	518,86	1,01168
366,175	518,967	1,01176
366,207	519,079	1,01184
366,245	519,199	1,01194
366,267	519,321	1,01202
366,305	519,424	1,01211
366,331	519,541	1,01218
366,365	519,656	1,01229
366,389	519,756	1,01235
366,411	519,862	1,01241
366,443	519,986	1,01251
366,469	520,104	1,01259
366,501	520,209	1,01267
366,525	520,315	1,01275
366,557	520,427	1,01283
366,589	520,535	1,01291
366,615	520,641	1,01299
366,651	520,762	1,01309
366,673	520,863	1,01315
366,703	520,965	1,01322
366,745	521,067	1,01332
366,761	521,168	1,01337
366,789	521,272	1,01345
366,817	521,385	1,01353
366,843	521,495	1,01361
366,871	521,597	1,01369
366,893	521,704	1,01375
366,925	521,823	1,01384
366,949	521,927	1,01391
366,971	522,032	1,01398
367,001	522,135	1,01405
367,025	522,248	1,01412
367,063	522,352	1,01422
367,085	522,459	1,01428
367,107	522,57	1,01434
367,145	522,672	1,01445
367,167	522,773	1,01452
367,185	522,877	1,01457
367,209	522,993	1,01464
367,243	523,097	1,01473
367,275	523,201	1,01481
367,291	523,313	1,01486
367,329	523,43	1,01496
367,355	523,536	1,01504
367,389	523,676	1,01513
367,421	523,78	1,01522
367,443	523,884	1,01528
367,465	523,997	1,01535
367,503	524,109	1,01545
367,525	524,221	1,01551
367,549	524,326	1,01558
367,571	524,427	1,01564
367,601	524,534	1,01572
367,629	524,636	1,01579
367,657	524,737	1,01587
367,681	524,842	1,01594
367,709	524,954	1,01601
367,735	525,069	1,01609
367,767	525,179	1,01618
367,787	525,288	1,01624
367,811	525,403	1,01631
367,841	525,508	1,01639
367,863	525,61	1,01646
367,889	525,713	1,01653
367,915	525,821	1,0166
367,945	525,921	1,01668
367,969	526,027	1,01674
368,009	526,129	1,01685
368,025	526,246	1,0169
368,057	526,358	1,01698
368,091	526,461	1,01707
368,121	526,57	1,01716
368,149	526,695	1,01724
368,173	526,801	1,0173
368,195	526,903	1,01737
368,219	527,005	1,01744
368,253	527,123	1,01753
368,279	527,225	1,01761
368,303	527,326	1,01768
368,325	527,435	1,01773
368,355	527,543	1,01781
368,387	527,646	1,0179
368,413	527,746	1,01797
368,441	527,859	1,01806
368,471	527,97	1,01814
368,507	528,078	1,01823
368,531	528,203	1,01831
368,565	528,312	1,01839
368,595	528,42	1,01848
368,623	528,52	1,01856
368,653	528,629	1,01864
368,677	528,751	1,01871
368,711	528,866	1,0188
368,751	528,977	1,0189
368,777	529,079	1,01898
368,805	529,183	1,01907
368,835	529,307	1,01914
368,865	529,411	1,01923
368,889	529,515	1,0193
368,911	529,629	1,01937
368,943	529,742	1,01945
368,977	529,846	1,01954
369,007	529,949	1,01962
369,031	530,07	1,01969
369,067	530,184	1,01978
369,089	530,289	1,01985
369,117	530,397	1,01992
369,145	530,508	1,02
369,175	530,618	1,02009
369,207	530,72	1,02018
369,227	530,828	1,02023
369,253	530,937	1,0203
369,293	531,045	1,02041
369,309	531,152	1,02046
369,339	531,253	1,02055
369,369	531,355	1,02064
369,395	531,467	1,0207
369,427	531,57	1,0208
369,449	531,671	1,02086
369,483	531,793	1,02095
369,515	531,893	1,02103
369,545	531,996	1,0211
369,571	532,101	1,02119
369,609	532,227	1,02129
369,631	532,329	1,02136
369,665	532,434	1,02145
369,691	532,543	1,02152
369,719	532,658	1,02161
369,743	532,77	1,02168
369,773	532,9	1,02176
369,809	533,02	1,02186
369,845	533,137	1,02196
369,877	533,241	1,02204
369,911	533,35	1,02214
369,945	533,459	1,02223
369,969	533,57	1,02229
370,007	533,674	1,0224
370,045	533,781	1,0225
370,069	533,896	1,02257
370,101	534,006	1,02266
370,129	534,118	1,02275
370,159	534,228	1,02283
370,189	534,333	1,02292
370,223	534,443	1,02301
370,249	534,552	1,02308
370,281	534,662	1,02317
370,307	534,778	1,02324
370,347	534,888	1,02334
370,383	535,02	1,02344
370,417	535,122	1,02353
370,445	535,232	1,02361
370,469	535,338	1,02368
370,499	535,444	1,02377
370,525	535,547	1,02384
370,555	535,647	1,02393
370,581	535,753	1,024
370,611	535,866	1,02408
370,633	535,975	1,02415
370,669	536,094	1,02425
370,715	536,203	1,02437
370,749	536,312	1,02447
370,783	536,413	1,02455
370,831	536,52	1,02469
370,871	536,635	1,0248
370,903	536,742	1,02489
370,949	536,861	1,02501
370,985	536,99	1,02512
371,027	537,095	1,02524
371,067	537,203	1,02535
371,089	537,308	1,02541
371,137	537,409	1,02553
371,171	537,525	1,02564
371,205	537,629	1,02574
371,249	537,749	1,02585
371,285	537,85	1,02595
371,327	537,973	1,02606
371,347	538,073	1,02612
371,379	538,179	1,02622
371,421	538,286	1,02632
371,449	538,392	1,0264
371,493	538,493	1,02652
371,523	538,6	1,02661
371,563	538,709	1,02672
371,585	538,822	1,02679
371,623	538,93	1,02689
371,657	539,039	1,02699
371,693	539,14	1,02709
371,731	539,25	1,02719
371,765	539,35	1,02729
371,805	539,451	1,02739
371,847	539,551	1,02752
371,869	539,656	1,02757
371,923	539,76	1,02771
371,953	539,865	1,02781
371,991	539,974	1,02791
372,023	540,078	1,028
372,067	540,186	1,02813
372,095	540,297	1,0282
372,133	540,399	1,02831
372,185	540,513	1,02844
372,207	540,632	1,02851
372,253	540,735	1,02864
372,295	540,839	1,02876
372,345	540,942	1,0289
372,367	541,048	1,02896
372,427	541,148	1,02912
372,463	541,25	1,02922
372,493	541,358	1,0293
372,535	541,461	1,02942
372,567	541,568	1,02952
372,623	541,67	1,02966
372,683	541,774	1,02983
372,713	541,88	1,02992
372,763	541,981	1,03006
372,811	542,095	1,03019
372,843	542,211	1,03029
372,899	542,333	1,03044
372,941	542,443	1,03056
372,987	542,554	1,03069
373,027	542,657	1,0308
373,071	542,766	1,03091
373,115	542,881	1,03103
373,175	542,982	1,0312
373,213	543,098	1,03131
373,253	543,221	1,03141
373,315	543,324	1,03159
373,351	543,424	1,03169
373,389	543,54	1,03179
373,413	543,641	1,03187
373,455	543,744	1,03198
373,495	543,856	1,03209
373,549	543,958	1,03223
373,587	544,069	1,03235
373,623	544,179	1,03246
373,677	544,283	1,03261
373,723	544,383	1,03274
373,781	544,488	1,03289
373,833	544,595	1,03302
373,887	544,715	1,03317
373,947	544,822	1,03333
374,011	544,925	1,03353
374,059	545,042	1,03366
374,109	545,144	1,0338
374,147	545,251	1,0339
374,207	545,356	1,03407
374,247	545,46	1,03418
374,283	545,567	1,03429
374,325	545,669	1,03441
374,371	545,78	1,03453
374,415	545,881	1,03464
374,473	545,988	1,0348
374,509	546,09	1,0349
374,551	546,201	1,03502
374,601	546,307	1,03516
374,655	546,412	1,03531
374,705	546,521	1,03546
374,765	546,631	1,03563
374,815	546,732	1,03576
374,871	546,85	1,03591
374,929	546,957	1,03607
374,969	547,062	1,03618
375,021	547,172	1,03633
375,053	547,281	1,03642
375,089	547,386	1,03652
375,135	547,498	1,03666
375,173	547,604	1,03676
375,211	547,725	1,03686
375,271	547,827	1,03702
375,311	547,93	1,03713
375,357	548,035	1,03726
375,385	548,142	1,03734
375,429	548,273	1,03746
375,473	548,388	1,03759
375,515	548,489	1,0377
375,559	548,607	1,03783
375,605	548,71	1,03794
375,687	548,826	1,03818
375,745	548,929	1,03834
375,785	549,037	1,03847
375,877	549,142	1,03871
375,945	549,259	1,0389
376,011	549,361	1,03908
376,065	549,463	1,03923
376,125	549,57	1,03939
376,211	549,677	1,03964
376,299	549,791	1,03989
376,399	549,868	1,04016
376,447	549,968	1,04029
376,535	550,069	1,04053
376,635	550,089	1,04081
376,707	550,192	1,04102
376,807	550,224	1,04128
376,871	550,325	1,04147
376,929	550,445	1,04163
376,993	550,557	1,04181
377,059	550,666	1,042
377,103	550,766	1,04213
377,149	550,878	1,04225
377,207	550,985	1,0424
377,267	551,104	1,04257
377,327	551,221	1,04273
377,381	551,326	1,04288
377,421	551,435	1,043
377,459	551,549	1,0431
377,521	551,66	1,04327
377,565	551,761	1,0434
377,595	551,881	1,04349
377,641	551,983	1,04362
377,685	552,087	1,04373
377,727	552,201	1,04386
377,787	552,303	1,04402
377,847	552,421	1,04418
377,901	552,523	1,04433
377,949	552,633	1,04446
377,989	552,74	1,04458
378,039	552,842	1,04472
378,083	552,942	1,04483
378,113	553,047	1,04493
378,171	553,156	1,04508
378,215	553,264	1,0452
378,257	553,375	1,04532
378,305	553,477	1,04545
378,349	553,578	1,04558
378,397	553,68	1,0457
378,453	553,786	1,04585
378,489	553,892	1,04596
378,529	553,996	1,04608
378,569	554,105	1,04619
378,627	554,206	1,04635
378,661	554,318	1,04645
378,737	554,432	1,04666
378,791	554,539	1,0468
378,853	554,642	1,04697
378,907	554,752	1,04712
378,955	554,86	1,04725
379,007	554,961	1,04741
379,043	555,063	1,0475
379,111	555,164	1,04769
379,151	555,277	1,04781
379,195	555,381	1,04792
379,255	555,483	1,04808
379,299	555,585	1,04821
379,329	555,694	1,0483
379,371	555,8	1,04842
379,445	555,904	1,04862
379,489	556,006	1,04873
379,541	556,11	1,04888
379,583	556,211	1,049
379,623	556,321	1,04912
379,677	556,424	1,04928
379,733	556,526	1,04942
379,787	556,632	1,04956
379,839	556,737	1,04971
379,883	556,852	1,04983
379,935	556,96	1,04998
379,969	557,082	1,05009
380,009	557,185	1,0502
380,081	557,31	1,05039
380,143	557,417	1,05055
380,207	557,544	1,05074
380,307	557,531	1,05102
380,381	557,631	1,05123
380,445	557,736	1,0514
380,539	557,837	1,05166
380,591	557,942	1,05181
380,641	558,05	1,05194
380,687	558,157	1,05206
380,749	558,266	1,05224
380,787	558,37	1,05234
380,829	558,474	1,05246
380,881	558,578	1,05261
380,919	558,681	1,05271
380,957	558,785	1,05283
380,997	558,898	1,05294
381,069	559,015	1,05314
381,127	559,12	1,0533
381,193	559,23	1,05348
381,249	559,348	1,05363
381,281	559,457	1,05372
381,331	559,561	1,05385
381,377	559,663	1,05398
381,405	559,767	1,05407
381,443	559,871	1,05417
381,473	559,976	1,05426
381,517	560,083	1,05438
381,555	560,185	1,05448
381,583	560,288	1,05456
381,625	560,395	1,05468
381,669	560,497	1,05479
381,703	560,6	1,05489
381,737	560,701	1,05498
381,763	560,81	1,05506
381,805	560,913	1,05517
381,843	561,028	1,05528
381,867	561,134	1,05535
381,915	561,234	1,05549
381,945	561,342	1,05557
381,975	561,452	1,05565
382,017	561,552	1,05576
382,057	561,665	1,05587
382,093	561,8	1,05598
382,139	561,921	1,05609
382,169	562,024	1,05619
382,207	562,126	1,0563
382,239	562,237	1,05639
382,273	562,34	1,05648
382,305	562,449	1,05658
382,345	562,581	1,05667
382,445	562,669	1,05696
382,479	562,781	1,05705
382,523	562,882	1,05717
382,543	562,99	1,05723
382,589	563,09	1,05735
382,627	563,196	1,05746
382,661	563,298	1,05755
382,693	563,401	1,05764
382,725	563,502	1,05773
382,757	563,606	1,05782
382,785	563,707	1,0579
382,823	563,808	1,05801
382,859	563,924	1,0581
382,891	564,045	1,05819
382,939	564,155	1,05832
382,981	564,264	1,05843
383,005	564,369	1,0585
383,037	564,474	1,05859
383,071	564,579	1,05869
383,091	564,688	1,05876
383,127	564,79	1,05886
383,161	564,896	1,05895
383,189	564,999	1,05903
383,227	565,117	1,05913
383,263	565,217	1,05923
383,291	565,332	1,05931
383,333	565,441	1,05942
383,365	565,549	1,05951
383,401	565,651	1,05961
383,431	565,752	1,05969
383,465	565,854	1,05979
383,501	565,967	1,05989
383,537	566,094	1,05999
383,581	566,2	1,06012
383,605	566,301	1,06018
383,643	566,407	1,06028
383,673	566,514	1,06036
383,705	566,617	1,06045
383,745	566,726	1,06056
383,781	566,843	1,06066
383,825	566,948	1,06078
383,857	567,053	1,06087
383,889	567,16	1,06096
383,921	567,268	1,06105
383,955	567,371	1,06114
383,979	567,479	1,06121
384,007	567,587	1,0613
384,027	567,694	1,06136
384,063	567,804	1,06146
384,099	567,919	1,06155
384,137	568,029	1,06165
384,171	568,133	1,06174
384,223	568,239	1,06188
384,253	568,34	1,06197
384,283	568,451	1,06206
384,311	568,553	1,06213
384,343	568,657	1,06223
384,371	568,758	1,06231
384,399	568,862	1,0624
384,427	568,967	1,06247
384,473	569,077	1,06259
384,501	569,184	1,06266
384,543	569,3	1,06278
384,573	569,403	1,06286
384,605	569,52	1,06294
384,639	569,622	1,06304
384,661	569,727	1,06311
384,687	569,842	1,06318
384,719	569,948	1,06328
384,749	570,053	1,06336
384,783	570,169	1,06345
384,799	570,273	1,06351
384,839	570,379	1,06361
384,867	570,488	1,06369
384,901	570,589	1,06378
384,933	570,704	1,06386
384,969	570,809	1,06396
385,001	570,91	1,06404
385,033	571,016	1,06413
385,061	571,117	1,06421
385,085	571,224	1,06429
385,119	571,326	1,06438
385,161	571,435	1,06449
385,189	571,542	1,06458
385,221	571,655	1,06467
385,257	571,774	1,06477
385,283	571,878	1,06484
385,309	571,979	1,06492
385,347	572,08	1,06501
385,387	572,184	1,06512
385,421	572,289	1,06521
385,457	572,394	1,06531
385,487	572,503	1,0654
385,521	572,626	1,0655
385,557	572,743	1,0656
385,581	572,854	1,06568
385,625	572,976	1,06579
385,665	573,09	1,0659
385,731	573,194	1,06607
385,765	573,294	1,06617
385,793	573,394	1,06626
385,837	573,284	1,06637
385,843	573,169	1,0664
385,923	573,269	1,06661
385,977	573,375	1,06676
386,033	573,482	1,06691
386,079	573,588	1,06704
386,143	573,699	1,06722
386,165	573,8	1,06729
386,205	573,912	1,06741
386,245	574,013	1,06752
386,303	574,123	1,06767
386,347	574,226	1,06779
386,383	574,348	1,06789
386,483	574,437	1,06817
386,583	574,368	1,06844
386,673	574,265	1,0687
386,689	574,141	1,06874
386,709	574,04	1,0688
386,725	573,918	1,06884
386,731	573,798	1,06885
386,741	573,669	1,06888
386,751	573,55	1,06892
386,759	573,444	1,06894
386,771	573,332	1,06896
386,777	573,193	1,06899
386,785	573,058	1,06901
386,789	572,957	1,06902
386,793	572,831	1,06903
386,799	572,712	1,06905
386,809	572,578	1,06907
386,815	572,466	1,06909
386,819	572,352	1,0691
386,823	572,199	1,06911
386,829	572,086	1,06913
386,835	571,985	1,06914
386,843	571,861	1,06916
386,849	571,724	1,06918
386,853	571,551	1,06919
386,857	571,423	1,0692
386,861	571,261	1,06922
386,865	571,112	1,06923
386,871	570,974	1,06925
386,875	570,841	1,06926
386,881	570,682	1,06928
386,885	570,521	1,06929
386,887	570,383	1,06929
386,889	570,253	1,0693
386,891	570,143	1,0693
386,895	570,026	1,06931
386,899	569,854	1,06933
386,903	569,72	1,06934
386,907	569,584	1,06934
386,909	569,479	1,06935
386,911	569,34	1,06936
386,913	569,211	1,06936
386,915	569,103	1,06937
386,919	568,983	1,06938
386,923	568,857	1,06939
386,929	568,74	1,06941
386,935	568,637	1,06942
386,941	568,519	1,06943
386,947	568,4	1,06945
386,955	568,275	1,06947
386,959	568,152	1,06948
386,965	568,032	1,0695
386,971	567,889	1,06952
386,975	567,785	1,06953
