"Time"	"Standard force"	"Standard travel"
"s"	"N"	"mm"
876,089	300,671	2,4282
876,167	300,784	2,42842
876,267	300,819	2,42868
876,367	300,883	2,42896
876,467	300,939	2,42923
876,545	301,04	2,42946
876,645	301,012	2,42972
876,745	300,985	2,43001
876,845	301,03	2,4303
876,945	301,023	2,43056
877,045	301,016	2,43084
877,145	301,008	2,43113
877,245	300,958	2,4314
877,341	300,851	2,43166
877,441	300,758	2,43195
877,541	300,678	2,43222
877,641	300,603	2,43249
877,741	300,587	2,43277
877,841	300,596	2,43306
877,941	300,591	2,43334
878,041	300,57	2,43361
878,141	300,626	2,43389
878,241	300,638	2,43416
878,341	300,644	2,43443
878,441	300,706	2,43472
878,541	300,802	2,435
878,641	300,778	2,43528
878,709	300,878	2,43546
878,809	300,914	2,43574
878,847	301,022	2,43586
878,947	301,094	2,43612
879,015	301,196	2,43632
879,099	301,303	2,43653
879,167	301,404	2,43673
879,225	301,507	2,43689
879,281	301,609	2,43706
879,355	301,713	2,43726
879,427	301,814	2,43746
879,485	301,925	2,43763
879,549	302,03	2,4378
879,641	302,133	2,43804
879,689	302,242	2,43818
879,741	302,35	2,43834
879,825	302,457	2,43857
879,897	302,563	2,43875
879,947	302,672	2,43891
880,019	302,774	2,43911
880,093	302,876	2,43931
880,167	302,976	2,43951
880,243	303,076	2,43972
880,307	303,178	2,4399
880,359	303,281	2,44006
880,407	303,386	2,4402
880,489	303,492	2,44041
880,587	303,595	2,44068
880,659	303,713	2,44087
880,715	303,816	2,44103
880,777	303,93	2,44121
880,843	304,042	2,4414
880,907	304,148	2,44157
880,993	304,264	2,4418
881,041	304,368	2,44195
881,117	304,472	2,44216
881,203	304,575	2,44239
881,261	304,681	2,44256
881,325	304,784	2,44274
881,415	304,891	2,44299
881,505	305,006	2,44322
881,593	305,116	2,44347
881,647	305,221	2,44363
881,731	305,321	2,44386
881,791	305,424	2,44402
881,871	305,529	2,44425
881,951	305,637	2,44445
882,023	305,743	2,44467
882,115	305,861	2,44492
882,201	305,966	2,44516
882,259	306,074	2,44532
882,313	306,176	2,44548
882,373	306,284	2,44565
882,445	306,397	2,44584
882,539	306,498	2,4461
882,609	306,603	2,44629
882,665	306,706	2,44645
882,715	306,806	2,4466
882,761	306,908	2,44673
882,823	307,013	2,4469
882,899	307,117	2,44711
882,951	307,24	2,44725
883,019	307,34	2,44744
883,107	307,445	2,44769
883,169	307,552	2,44786
883,233	307,658	2,44803
883,307	307,761	2,44823
883,367	307,875	2,44841
883,431	307,979	2,44858
883,531	308,03	2,44885
883,567	308,13	2,44895
883,619	308,235	2,4491
883,667	308,34	2,44923
883,731	308,442	2,44942
883,787	308,56	2,44958
883,865	308,666	2,44978
883,927	308,77	2,44995
883,987	308,882	2,45012
884,039	308,982	2,45027
884,087	309,089	2,4504
884,169	309,204	2,45064
884,209	309,305	2,45075
884,285	309,41	2,45095
884,333	309,525	2,45109
884,433	309,575	2,45136
884,481	309,677	2,45149
884,565	309,782	2,45174
884,625	309,889	2,45191
884,701	310,002	2,45212
884,767	310,11	2,4523
884,867	310,167	2,45257
884,927	310,271	2,45273
884,979	310,373	2,45289
885,053	310,479	2,45309
885,131	310,589	2,4533
885,227	310,691	2,45357
885,287	310,798	2,45373
885,343	310,905	2,45389
885,411	311,013	2,45408
885,485	311,114	2,45428
885,549	311,214	2,45446
885,623	311,321	2,45467
885,707	311,424	2,45491
885,807	311,496	2,45518
885,907	311,541	2,45545
885,987	311,649	2,45567
886,087	311,709	2,45595
886,135	311,809	2,4561
886,219	311,912	2,45634
886,319	311,917	2,4566
886,419	311,953	2,45688
886,519	311,979	2,45715
886,619	312,038	2,45745
886,719	311,997	2,45771
886,819	312,009	2,45799
886,919	312,043	2,45828
887,019	311,96	2,45854
887,105	311,856	2,45877
887,205	311,852	2,45906
887,305	311,797	2,45935
887,341	311,69	2,45944
887,403	311,589	2,45961
887,467	311,487	2,45979
887,533	311,371	2,45998
887,555	311,262	2,46004
887,595	311,158	2,46014
887,653	311,052	2,46031
887,685	310,947	2,46039
887,729	310,845	2,46051
887,797	310,738	2,46071
887,861	310,637	2,46089
887,931	310,533	2,46108
887,975	310,423	2,46119
888,029	310,305	2,46135
888,083	310,193	2,46151
888,163	310,079	2,46172
888,257	309,969	2,46199
888,357	309,894	2,46226
888,457	309,849	2,46255
888,533	309,747	2,46275
888,633	309,703	2,46302
888,733	309,717	2,46333
888,833	309,711	2,46359
888,841	309,598	2,4636
888,941	309,601	2,46388
889,041	309,617	2,46416
889,141	309,65	2,46446
889,241	309,661	2,46472
889,341	309,644	2,46499
889,441	309,685	2,46528
889,511	309,786	2,46548
889,611	309,737	2,46574
889,711	309,774	2,46603
889,811	309,736	2,46631
889,911	309,784	2,46658
890,011	309,815	2,46685
890,111	309,883	2,46714
890,205	309,988	2,4674
890,305	310,017	2,46767
890,381	310,125	2,46788
890,445	310,226	2,46807
890,523	310,332	2,4683
890,623	310,421	2,46856
890,711	310,529	2,4688
890,811	310,589	2,46907
890,845	310,691	2,46917
890,891	310,8	2,46931
890,985	310,9	2,46956
891,055	311,005	2,46976
891,155	311,056	2,47004
891,239	311,166	2,47027
891,339	311,268	2,47055
891,427	311,379	2,47079
891,511	311,482	2,47102
891,571	311,591	2,4712
891,661	311,694	2,47144
891,761	311,72	2,47172
891,861	311,803	2,47198
891,919	311,905	2,47216
891,971	312,008	2,47232
892,029	312,113	2,47247
892,119	312,216	2,47271
892,197	312,328	2,47293
892,259	312,431	2,47311
892,307	312,545	2,47325
892,385	312,646	2,47345
892,485	312,742	2,47373
892,539	312,859	2,47388
892,597	312,965	2,47405
892,697	313,038	2,47432
892,787	313,141	2,47456
892,849	313,256	2,47474
892,875	313,372	2,47481
892,947	313,479	2,47502
892,989	313,585	2,47514
893,065	313,687	2,47534
893,123	313,793	2,4755
893,177	313,903	2,47566
893,229	314,004	2,4758
893,279	314,116	2,47594
893,365	314,225	2,47617
893,413	314,327	2,47631
893,461	314,438	2,47645
893,507	314,548	2,47658
893,591	314,652	2,47679
893,647	314,759	2,47696
893,701	314,865	2,4771
893,767	314,971	2,47729
893,811	315,075	2,47741
893,911	315,182	2,47768
893,971	315,284	2,47785
894,027	315,41	2,47801
894,087	315,515	2,47818
894,147	315,618	2,47834
894,207	315,723	2,47851
894,263	315,832	2,47867
894,327	315,937	2,47885
894,365	316,043	2,47896
894,435	316,145	2,47915
894,495	316,247	2,47932
894,545	316,354	2,47945
894,629	316,481	2,47969
894,729	316,412	2,47997
894,829	316,499	2,48024
894,893	316,608	2,48043
894,993	316,659	2,48069
895,049	316,767	2,48086
895,149	316,854	2,48113
895,193	316,956	2,48125
895,293	317,018	2,48153
895,365	317,122	2,48173
895,465	317,164	2,48201
895,543	317,271	2,48222
895,643	317,356	2,4825
895,729	317,467	2,48274
895,829	317,547	2,48301
895,917	317,649	2,48327
896,017	317,748	2,48354
896,091	317,851	2,48376
896,191	317,898	2,48403
896,269	318,011	2,48424
896,347	318,112	2,48446
896,415	318,213	2,48465
896,507	318,313	2,4849
896,553	318,418	2,48503
896,615	318,526	2,48521
896,709	318,65	2,48546
896,785	318,753	2,48567
896,845	318,854	2,48584
896,921	318,961	2,48606
896,989	319,07	2,48624
897,051	319,185	2,48643
897,127	319,292	2,48664
897,227	319,295	2,4869
897,327	319,331	2,48718
897,393	319,443	2,48736
897,493	319,529	2,48764
897,587	319,632	2,48791
897,681	319,735	2,48818
897,781	319,777	2,48844
897,857	319,879	2,48866
897,929	319,982	2,48885
898,029	320,081	2,48912
898,093	320,189	2,4893
898,193	320,249	2,48959
898,293	320,323	2,48986
898,387	320,426	2,49012
898,465	320,527	2,49036
898,565	320,601	2,49062
898,665	320,716	2,49089
898,763	320,829	2,49118
898,853	320,932	2,49142
898,953	321,026	2,4917
899,053	321,008	2,49197
899,147	321,115	2,49224
899,247	321,211	2,49251
899,347	321,258	2,49279
899,447	321,337	2,49308
899,547	321,367	2,49336
899,647	321,428	2,49363
899,747	321,516	2,49391
899,847	321,576	2,49417
899,947	321,638	2,49446
900,047	321,619	2,49474
900,147	321,661	2,49501
900,247	321,74	2,4953
900,347	321,758	2,49557
900,447	321,761	2,49584
900,547	321,819	2,49613
900,647	321,858	2,4964
900,747	321,932	2,49668
900,847	321,958	2,49696
900,947	322,025	2,49724
901,047	322,071	2,49751
901,147	322,173	2,49778
901,247	322,264	2,49807
901,347	322,285	2,49835
901,447	322,349	2,49862
901,547	322,423	2,4989
901,647	322,516	2,49919
901,747	322,551	2,49946
901,847	322,617	2,49973
901,911	322,727	2,49992
902,011	322,797	2,50018
902,081	322,898	2,50039
902,157	323,005	2,50061
902,257	323,077	2,50087
902,333	323,179	2,50107
902,387	323,279	2,50124
902,487	323,335	2,50151
902,587	323,403	2,5018
902,667	323,507	2,50202
902,767	323,549	2,50229
902,865	323,653	2,50256
902,943	323,76	2,50278
903,027	323,865	2,50302
903,127	323,944	2,50329
903,209	324,047	2,50352
903,291	324,152	2,50377
903,391	324,192	2,50402
903,475	324,292	2,50426
903,563	324,395	2,50451
903,603	324,496	2,50463
903,703	324,503	2,5049
903,803	324,597	2,50516
903,853	324,494	2,5053
903,953	324,564	2,50559
904,053	324,623	2,50587
904,153	324,656	2,50614
904,231	324,758	2,50636
904,331	324,783	2,50664
904,431	324,764	2,50691
904,531	324,843	2,50719
904,631	324,869	2,50747
904,731	324,91	2,50775
904,831	324,916	2,50802
904,931	324,995	2,5083
905,031	325,034	2,50858
905,107	325,135	2,50881
905,207	325,13	2,50907
905,307	325,198	2,50934
905,407	325,27	2,50963
905,507	325,301	2,5099
905,607	325,371	2,51018
905,707	325,456	2,51045
905,791	325,566	2,51069
905,891	325,64	2,51097
905,965	325,747	2,51118
906,065	325,814	2,51146
906,135	325,923	2,51165
906,235	325,981	2,51192
906,307	326,089	2,51212
906,377	326,19	2,51233
906,469	326,295	2,51258
906,553	326,4	2,5128
906,613	326,501	2,51297
906,687	326,607	2,51318
906,747	326,708	2,51335
906,813	326,809	2,51353
906,913	326,89	2,5138
906,983	326,993	2,514
907,083	327,042	2,51429
907,183	327,085	2,51455
907,269	327,185	2,5148
907,369	327,17	2,51507
907,451	327,281	2,5153
907,541	327,385	2,51557
907,641	327,434	2,51584
907,741	327,473	2,5161
907,835	327,577	2,51635
907,889	327,693	2,51652
907,989	327,749	2,5168
908,089	327,777	2,51707
908,189	327,827	2,51734
908,249	327,932	2,51753
908,349	328,019	2,5178
908,449	328,052	2,51807
908,539	327,938	2,51833
908,639	327,991	2,51861
908,739	328,042	2,51888
908,809	328,154	2,51907
908,893	328,255	2,51931
908,949	328,356	2,51947
909,049	328,456	2,51974
909,149	328,573	2,52001
909,199	328,675	2,52016
909,249	328,782	2,5203
909,349	328,879	2,52057
909,411	328,982	2,52074
909,483	329,086	2,52093
909,525	329,19	2,52106
909,579	329,293	2,52123
909,679	329,355	2,52149
909,767	329,465	2,52173
909,845	329,567	2,52196
909,921	329,668	2,52217
910,005	329,771	2,52239
910,091	329,882	2,52263
910,167	329,989	2,52285
910,265	330,091	2,52312
910,365	330,162	2,52339
910,447	330,274	2,52362
910,493	330,376	2,52377
910,593	330,415	2,52403
910,689	330,526	2,52429
910,785	330,637	2,52457
910,885	330,688	2,52485
910,955	330,789	2,52504
911,055	330,87	2,52533
911,155	330,96	2,5256
911,201	330,851	2,52572
911,301	330,865	2,52599
911,401	330,927	2,52628
911,501	330,931	2,52655
911,601	330,964	2,52683
911,701	331,007	2,52711
911,801	331,071	2,52739
911,901	331,056	2,52766
912,001	331,055	2,52794
912,101	331,045	2,52821
912,201	331,085	2,5285
912,301	331,09	2,52878
912,401	331,102	2,52906
912,501	331,034	2,52933
912,601	331,05	2,5296
912,701	331,089	2,52988
912,801	331,17	2,53017
912,901	331,085	2,53045
912,975	330,965	2,53065
913,019	330,815	2,53077
913,041	330,698	2,53083
913,101	330,593	2,531
913,141	330,492	2,5311
913,181	330,385	2,5312
913,221	330,273	2,53132
913,253	330,156	2,53141
913,289	330,052	2,53152
913,317	329,95	2,5316
913,349	329,85	2,53169
913,381	329,746	2,53179
913,403	329,643	2,53185
913,429	329,535	2,53191
913,465	329,43	2,53201
913,497	329,329	2,5321
913,519	329,221	2,53215
913,563	329,083	2,53227
913,607	328,979	2,53239
913,635	328,837	2,53247
913,637	328,683	2,53248
913,639	328,518	2,53249
913,643	328,357	2,5325
913,647	328,253	2,53251
913,651	328,152	2,53253
913,663	328,026	2,53256
913,683	327,912	2,53262
913,713	327,8	2,53271
913,719	327,696	2,53273
913,727	327,584	2,53275
913,731	327,433	2,53275
913,733	327,183	2,53276
913,735	326,652	2,53277
913,737	326,093	2,53277
913,739	325,615	2,53278
913,741	325,23	2,53278
913,743	325,003	2,53279
913,745	324,881	2,5328
913,747	324,769	2,5328
913,751	324,595	2,53282
913,753	324,472	2,53283
913,755	324,336	2,53283
913,757	324,202	2,53284
913,759	324,097	2,53284
913,763	323,987	2,53285
913,769	323,866	2,53286
913,777	323,739	2,53289
913,783	323,637	2,53291
913,795	323,527	2,53294
913,803	323,426	2,53296
913,815	323,32	2,53299
913,837	323,216	2,53305
913,859	323,107	2,53311
913,879	323,005	2,53316
913,907	322,902	2,53323
913,947	322,799	2,53335
913,965	322,691	2,53341
913,999	322,569	2,5335
914,041	322,466	2,53361
914,091	322,366	2,53374
914,139	322,254	2,53388
914,219	322,143	2,5341
914,319	322,086	2,53439
914,419	322,036	2,53466
914,451	321,924	2,53475
914,467	321,822	2,53479
914,567	321,797	2,53507
914,667	321,808	2,53535
914,767	321,864	2,53562
914,867	321,925	2,53591
914,967	321,901	2,53617
915,067	321,972	2,53646
915,167	322,032	2,53674
915,267	322,056	2,537
915,367	322,073	2,53728
915,431	322,176	2,53747
915,531	322,239	2,53776
915,631	322,26	2,53802
915,681	322,144	2,53816
915,781	322,207	2,53843
915,847	322,309	2,53862
915,933	322,418	2,53886
916,017	322,527	2,5391
916,099	322,638	2,53934
916,183	322,739	2,53956
916,263	322,843	2,53978
916,345	322,944	2,54
916,387	323,049	2,54012
916,485	323,153	2,5404
916,549	323,255	2,54057
916,607	323,358	2,54073
916,663	323,465	2,54089
916,721	323,569	2,54105
916,767	323,676	2,54118
916,813	323,79	2,54132
916,885	323,893	2,54152
916,949	324,006	2,54168
917,009	324,107	2,54184
917,067	324,208	2,542
917,123	324,309	2,54216
917,169	324,41	2,54229
917,219	324,523	2,54244
917,271	324,63	2,54258
917,321	324,735	2,54272
917,385	324,836	2,5429
917,415	324,945	2,54299
917,491	325,051	2,5432
917,525	325,152	2,54329
917,595	325,258	2,54346
917,667	325,373	2,54366
917,715	325,48	2,54381
917,747	325,602	2,54391
917,811	325,719	2,54409
917,867	325,824	2,54425
917,941	325,926	2,54443
918,019	326,054	2,54465
918,079	326,167	2,54481
918,129	326,271	2,54496
918,177	326,372	2,5451
918,221	326,492	2,54523
918,277	326,599	2,54538
918,331	326,699	2,54552
918,375	326,8	2,54564
918,441	326,904	2,54582
918,483	327,014	2,54596
918,543	327,118	2,54612
918,587	327,221	2,54624
918,647	327,334	2,5464
918,705	327,441	2,54657
918,787	327,551	2,54678
918,855	327,66	2,54698
918,927	327,778	2,54718
918,983	327,884	2,54734
919,057	327,992	2,54755
919,125	327,784	2,54772
919,225	327,769	2,548
919,319	327,871	2,54828
919,419	327,81	2,54854
919,519	327,866	2,54882
919,619	327,923	2,5491
919,719	327,98	2,54938
919,819	328,057	2,54966
919,919	328,079	2,54992
920,019	328,084	2,55021
920,119	328,113	2,55049
920,219	328,137	2,55077
920,319	328,159	2,55104
920,419	328,207	2,55132
920,519	328,233	2,5516
920,619	328,233	2,55188
920,719	328,299	2,55216
920,819	328,269	2,55244
920,919	328,282	2,5527
921,019	328,342	2,55299
921,119	328,428	2,55327
921,219	328,448	2,55354
921,319	328,532	2,55382
921,419	328,528	2,5541
921,519	328,571	2,55437
921,619	328,607	2,55465
921,717	328,715	2,55493
921,817	328,698	2,55521
921,917	328,775	2,55548
922,017	328,84	2,55577
922,117	328,907	2,55604
922,217	328,777	2,55631
922,317	328,755	2,55659
922,417	328,796	2,55688
922,517	328,84	2,55716
922,617	328,889	2,55743
922,717	328,855	2,55771
922,817	328,921	2,55799
922,911	329,023	2,55825
923,011	329,081	2,55853
923,077	329,182	2,55871
923,177	329,201	2,55898
923,253	329,302	2,55919
923,305	329,413	2,55935
923,405	329,471	2,55963
923,483	329,574	2,55984
923,583	329,658	2,56013
923,683	329,737	2,56039
923,767	329,847	2,56062
923,867	329,816	2,56089
923,941	329,923	2,56111
924,041	329,919	2,56139
924,141	330,012	2,56166
924,241	330,063	2,56194
924,341	330,038	2,56223
924,387	330,146	2,56236
924,487	330,172	2,56263
924,587	330,22	2,56289
924,687	330,242	2,56317
924,739	330,348	2,56333
924,839	330,404	2,5636
924,939	330,509	2,56388
925,039	330,582	2,56416
925,123	330,695	2,56439
925,223	330,753	2,56466
925,305	330,856	2,5649
925,401	330,96	2,56516
925,497	331,065	2,56543
925,591	331,171	2,56569
925,691	331,213	2,56597
925,789	331,315	2,56624
925,889	331,405	2,56652
925,989	331,479	2,5668
926,089	331,492	2,56707
926,165	331,595	2,56729
926,265	331,59	2,56756
926,365	331,61	2,56784
926,465	331,702	2,56811
926,565	331,764	2,5684
926,665	331,866	2,56868
926,765	331,921	2,56894
926,865	332,005	2,56922
926,929	332,105	2,56941
927,029	332,138	2,56969
927,129	332,22	2,56996
927,229	332,272	2,57023
927,309	332,381	2,57046
927,409	332,429	2,57074
927,509	332,467	2,57102
927,609	332,495	2,5713
927,709	332,487	2,57157
927,795	332,588	2,57182
927,895	332,657	2,5721
927,995	332,733	2,57237
928,083	332,834	2,57262
928,183	332,914	2,57288
928,265	333,02	2,57311
928,333	333,121	2,57331
928,403	333,224	2,57351
928,503	333,301	2,57379
928,583	333,402	2,57399
928,683	333,466	2,57427
928,757	333,578	2,57449
928,857	333,607	2,57477
928,939	333,709	2,57499
929,009	333,819	2,57519
929,101	333,934	2,57544
929,185	334,043	2,57568
929,275	334,152	2,57593
929,375	334,21	2,57619
929,423	334,31	2,57633
929,503	334,423	2,57655
929,561	334,527	2,57672
929,619	334,628	2,57689
929,691	334,736	2,57708
929,763	334,842	2,57728
929,823	334,948	2,57746
929,869	335,049	2,57758
929,937	335,162	2,57776
930,009	335,264	2,57796
930,073	335,367	2,57814
930,173	335,435	2,57841
930,217	335,538	2,57853
930,317	335,639	2,57882
930,361	335,756	2,57895
930,437	335,858	2,57916
930,537	335,912	2,57943
930,601	336,017	2,57961
930,661	336,119	2,57978
930,737	336,226	2,58
930,837	336,31	2,58024
930,903	336,412	2,58044
930,977	336,53	2,58066
931,077	336,594	2,58093
931,167	336,695	2,58118
931,267	336,793	2,58146
931,367	336,873	2,58173
931,467	336,963	2,582
931,567	337,068	2,58229
931,633	337,17	2,58248
931,733	337,251	2,58275
931,809	337,352	2,58297
931,901	337,458	2,58322
931,983	337,563	2,58345
932,083	337,635	2,58372
932,183	337,684	2,58399
932,283	337,768	2,58427
932,383	337,765	2,58456
932,483	337,759	2,58484
932,583	337,76	2,58512
932,679	337,86	2,58538
932,779	337,89	2,58565
932,879	337,986	2,58593
932,979	338,031	2,58622
933,079	338,091	2,58649
933,179	338,172	2,58677
933,279	338,202	2,58704
933,379	338,284	2,58732
933,479	338,348	2,5876
933,579	338,426	2,58788
933,679	338,497	2,58816
933,779	338,558	2,58843
933,877	338,658	2,58871
933,945	338,759	2,5889
934,045	338,789	2,58917
934,145	338,792	2,58944
934,231	338,901	2,5897
934,331	338,93	2,58997
934,431	338,979	2,59024
934,531	339,037	2,59052
934,629	339,138	2,5908
934,729	339,196	2,59107
934,829	339,232	2,59136
934,929	339,229	2,59163
935,029	339,263	2,5919
935,089	339,015	2,59207
935,091	338,768	2,59207
935,093	338,642	2,59208
935,107	338,526	2,59212
935,129	338,419	2,59219
935,183	338,316	2,59234
935,283	338,256	2,5926
935,383	338,34	2,59289
935,483	338,392	2,59318
935,583	338,401	2,59344
935,683	338,436	2,59371
935,731	338,329	2,59386
935,831	338,388	2,59414
935,931	338,418	2,59442
936,031	338,288	2,59471
936,075	338,186	2,59482
936,175	338,171	2,59509
936,275	338,202	2,59536
936,375	338,272	2,59564
936,475	338,336	2,59592
936,573	338,441	2,59619
936,673	338,501	2,59647
936,743	338,603	2,59667
936,843	338,673	2,59695
936,943	338,701	2,59722
937,033	338,802	2,59748
937,133	338,865	2,59776
937,233	338,95	2,59803
937,319	339,063	2,59828
937,401	339,164	2,59849
937,501	339,273	2,59877
937,595	339,375	2,59903
937,685	339,484	2,59928
937,761	339,591	2,5995
937,843	339,707	2,59973
937,905	339,808	2,59989
938,001	339,909	2,60016
938,075	340,015	2,60036
938,135	340,118	2,60054
938,205	340,222	2,60074
938,279	340,333	2,60095
938,379	340,416	2,60121
938,455	340,527	2,60142
938,535	340,644	2,60164
938,613	340,751	2,60187
938,663	340,858	2,60202
938,763	340,924	2,60228
938,833	341,033	2,60247
938,905	341,135	2,60268
938,967	341,236	2,60286
939,049	341,338	2,60308
939,107	341,444	2,60324
939,179	341,553	2,60344
939,259	341,657	2,60365
939,321	341,761	2,60382
939,395	341,874	2,60404
939,455	341,981	2,60421
939,523	342,081	2,60441
939,623	342,16	2,60466
939,689	342,27	2,60485
939,757	342,372	2,60504
939,811	342,483	2,60519
939,873	342,607	2,60537
939,919	342,713	2,6055
940,009	342,818	2,60574
940,087	342,923	2,60596
940,139	343,026	2,6061
940,203	343,135	2,60629
940,259	343,237	2,60643
940,311	343,355	2,60659
940,391	343,457	2,60679
940,439	343,563	2,60694
940,505	343,676	2,60712
940,559	343,777	2,60727
940,627	343,889	2,60746
940,683	343,995	2,60762
940,755	344,097	2,60781
940,805	344,201	2,60795
940,861	344,302	2,60812
940,919	344,405	2,60827
940,961	344,51	2,60839
941,037	344,625	2,60859
941,117	344,739	2,60881
941,173	344,844	2,60898
941,217	344,954	2,60911
941,287	345,056	2,60929
941,365	345,165	2,60951
941,441	345,266	2,60971
941,501	345,378	2,60989
941,553	345,481	2,61004
941,631	345,59	2,61024
941,687	345,695	2,6104
941,743	345,801	2,61055
941,797	345,902	2,61071
941,863	346,008	2,61089
941,947	346,111	2,61113
942,009	346,213	2,61129
942,069	346,32	2,61147
942,147	346,421	2,61167
942,199	346,53	2,61183
942,265	346,423	2,61201
942,267	346,254	2,61201
942,279	346,145	2,61205
942,329	346,245	2,61219
942,397	346,351	2,61237
942,459	346,455	2,61254
942,515	346,56	2,61271
942,567	346,665	2,61284
942,639	346,788	2,61305
942,689	346,894	2,61318
942,747	346,997	2,61335
942,805	347,101	2,61351
942,835	347,204	2,61359
942,899	347,312	2,61377
942,955	347,429	2,61392
943,015	347,548	2,61409
943,071	347,658	2,61426
943,135	347,759	2,61442
943,191	347,866	2,61459
943,237	347,969	2,61472
943,319	348,078	2,61494
943,381	348,189	2,61511
943,437	348,298	2,61526
943,493	348,4	2,61542
943,569	348,507	2,61563
943,599	348,614	2,61571
943,679	348,718	2,61593
943,745	348,821	2,61611
943,779	348,925	2,61621
943,837	349,03	2,61638
943,937	349,097	2,61667
944,013	349,201	2,61687
944,077	349,304	2,61704
944,123	349,404	2,61716
944,199	349,509	2,61737
944,239	349,629	2,6175
944,319	349,733	2,61771
944,373	349,861	2,61786
944,453	349,965	2,61808
944,493	350,074	2,61821
944,571	350,181	2,61842
944,671	350,26	2,61868
944,739	350,364	2,61888
944,801	350,467	2,61906
944,877	350,58	2,61927
944,943	350,694	2,61945
945,043	350,768	2,61972
945,123	350,871	2,61993
945,199	350,973	2,62016
945,299	351,066	2,62045
945,399	351,093	2,62071
945,499	351,159	2,62097
945,599	351,237	2,62127
945,699	351,256	2,62155
945,799	351,264	2,62182
945,867	351,152	2,622
945,967	351,186	2,62228
946,067	351,243	2,62257
946,167	351,271	2,62286
946,267	351,302	2,62312
946,367	351,365	2,6234
946,455	351,469	2,62366
946,555	351,551	2,62393
946,655	351,606	2,6242
946,739	351,707	2,62443
946,831	351,808	2,62469
946,925	351,908	2,62496
947,003	352,015	2,62517
947,103	352,085	2,62545
947,187	352,191	2,62568
947,265	352,304	2,62591
947,355	352,409	2,62615
947,443	352,524	2,6264
947,543	352,61	2,62667
947,611	352,714	2,62686
947,711	352,803	2,62713
947,781	352,914	2,62732
947,881	353,017	2,6276
947,981	353,072	2,62789
948,079	353,177	2,62816
948,179	353,214	2,62844
948,279	353,246	2,62872
948,379	353,278	2,62899
948,479	353,303	2,62926
948,579	353,362	2,62955
948,679	353,417	2,62983
948,779	353,438	2,63009
948,879	353,444	2,63038
948,925	353,55	2,63052
949,025	353,553	2,63079
949,125	353,537	2,63107
949,225	353,533	2,63134
949,325	353,516	2,63161
949,425	353,493	2,63189
949,525	353,511	2,63218
949,625	353,498	2,63244
949,725	353,432	2,63273
949,825	353,446	2,63301
949,925	353,396	2,63328
950,025	353,368	2,63356
950,125	353,319	2,63385
950,225	353,239	2,63412
950,305	353,139	2,63432
950,353	353,029	2,63447
950,411	352,922	2,63464
950,485	352,822	2,63485
950,547	352,713	2,63501
950,647	352,629	2,63529
950,747	352,575	2,63557
950,833	352,469	2,63581
950,933	352,433	2,63609
951,033	352,37	2,63638
951,133	352,349	2,63664
951,233	352,259	2,63691
951,333	352,269	2,63719
951,433	352,22	2,63747
951,523	352,111	2,63772
951,623	352,057	2,63801
951,723	352,039	2,63829
951,813	351,934	2,63853
951,913	351,885	2,6388
951,963	351,781	2,63895
952,063	351,719	2,63923
952,163	351,695	2,63951
952,263	351,653	2,63978
952,363	351,617	2,64005
952,463	351,59	2,64033
952,563	351,597	2,64061
952,663	351,666	2,6409
952,763	351,717	2,64117
952,795	351,586	2,64126
952,817	351,485	2,64132
952,917	351,45	2,6416
953,017	351,457	2,64188
953,117	351,481	2,64216
953,217	351,527	2,64242
953,261	351,635	2,64255
953,361	351,724	2,64284
953,461	351,777	2,6431
953,539	351,883	2,64332
953,613	351,984	2,64353
953,697	352,089	2,64376
953,739	352,196	2,64388
953,839	352,286	2,64416
953,895	352,392	2,64432
953,953	352,494	2,64448
954,035	352,595	2,6447
954,095	352,703	2,64486
954,149	352,81	2,64502
954,217	352,922	2,64521
954,299	353,024	2,64544
954,381	353,135	2,64566
954,451	353,238	2,64586
954,501	353,339	2,646
954,567	353,443	2,64618
954,637	353,547	2,64636
954,713	353,65	2,64659
954,773	353,759	2,64676
954,847	353,861	2,64697
954,941	353,964	2,64722
955,041	354,059	2,64749
955,099	354,16	2,64766
955,175	354,291	2,64788
955,275	354,328	2,64814
955,359	354,433	2,64838
955,433	354,547	2,64859
955,525	354,648	2,64884
955,625	354,744	2,64913
955,693	354,865	2,64932
955,777	354,967	2,64954
955,877	355,023	2,64981
955,957	355,134	2,65004
956,057	355,18	2,65033
956,157	355,273	2,6506
956,249	355,376	2,65086
956,349	355,434	2,65113
956,449	355,51	2,6514
956,549	355,569	2,65169
956,647	355,675	2,65197
956,747	355,651	2,65222
956,795	355,761	2,65237
956,877	355,866	2,65261
956,977	355,92	2,65287
957,077	355,996	2,65314
957,177	356,081	2,65343
957,277	356,07	2,65372
957,377	355,995	2,65397
957,477	356,106	2,65426
957,577	356,104	2,65454
957,677	356,149	2,65483
957,777	356,185	2,6551
957,877	356,221	2,65537
957,977	356,248	2,65564
958,039	356,351	2,65584
958,139	356,34	2,65611
958,239	356,32	2,65638
958,339	356,4	2,65666
958,439	356,454	2,65694
958,539	356,493	2,6572
958,607	356,595	2,65741
958,707	356,645	2,65768
958,807	356,679	2,65795
958,907	356,768	2,65823
959,007	356,781	2,65852
959,107	356,828	2,65879
959,185	356,72	2,659
959,285	356,665	2,65928
959,367	356,554	2,65952
959,379	356,451	2,65956
959,447	356,351	2,65974
959,463	356,248	2,65978
