C:\EA\AEwin for PCI2\AEData\MASTER\charcoal-2023-02-21-01.DTA
PCI2 (r) Location Version 
Version E3.10

Four Channel DiSP Test
Tue Feb 21 11:50:24 2023

 ID     SSSSSSSS.mmmuuun      PARA1      PARA2  CH  DURATION AMP  ABS-ENERGY
  1      271.9995437     0.8466   359.4775   1        57  29   1.061E+00
  1      272.0096915     0.8444   359.3554   2        19  25 322.220E-03
  1      272.0097047     0.8444   359.3554   1        79  30   2.289E+00
  1      272.0283830     0.8435   359.5080   2        26  26 257.956E-03
  1      272.2711887     0.8444   359.7522   2        90  32   1.176E+00
  1      272.2711913     0.8444   359.7522   1        88  38  10.537E+00
  1      272.4008528     0.8469   359.8132   2         8  24 256.085E-03
  1      272.4008535     0.8469   359.8132   1        55  31   1.657E+00
  1      272.4086070     0.8444   359.8438   2        68  27 488.770E-03
  1      272.4086085     0.8444   359.8438   1        73  34   4.015E+00
  1      272.4886097     0.8469   359.8438   2        47  25 493.755E-03
  1      272.4886140     0.8469   359.8438   1        71  33   3.176E+00
  1      272.5585755     0.8469   360.0879   2        82  29 734.552E-03
  1      272.5585802     0.8469   360.0879   1        73  34   4.308E+00
  1      272.6721250     0.8444   360.3015   2        76  36   1.789E+00
  1      272.6721397     0.8444   360.3015   1        82  33   2.348E+00
  1      272.8061530     0.8444   360.5152   2       132  31 953.436E-03
  1      273.2382870     0.8481   361.2781   1        48  27 605.520E-03
  1      273.5628775     0.8487   362.2547   1        50  27 543.457E-03
  1      273.5636472     0.8493   362.2547   1        31  26 487.561E-03
  1      273.9894933     0.8493   362.9566   2        20  29 320.916E-03
  1      273.9895183     0.8493   362.9566   1        30  24 333.089E-03
  1      273.9964180     0.8509   363.0177   2        30  28 435.000E-03
  1      273.9964410     0.8509   363.0177   1        12  26 345.153E-03
  1      274.0943280     0.8493   362.9261   2        48  30 664.134E-03
  1      274.1877632     0.8518   362.9872   2        19  24 145.579E-03
  1      274.2268220     0.8493   363.4449   2        26  27 343.412E-03
  1      274.2268465     0.8493   363.4449   1        27  25 383.874E-03
  1      274.8216865     0.8512   364.2384   2        26  23 121.363E-03
  1      274.8217290     0.8512   364.2384   1         4  24 197.166E-03
  1      275.0425070     0.8542   364.7267   2       114  32   1.639E+00
  1      275.0425168     0.8542   364.7267   1        86  40  13.505E+00
  1      275.1171352     0.8518   364.7267   2         7  25 287.139E-03
  1      275.1171415     0.8518   364.7267   1        65  31   1.964E+00
  1      275.7789955     0.8542   366.6799   1         1  24 177.739E-03
  1      276.0925525     0.8567   367.2903   2        28  24 207.593E-03
  1      276.0925760     0.8567   367.2903   1         0  24 123.518E-03
  1      276.2206207     0.8563   367.6565   1         7  25 198.790E-03
  1      276.2740810     0.8542   367.6565   2        91  28 774.121E-03
  1      276.2740920     0.8542   367.6565   1        75  36   4.413E+00
  1      276.4399395     0.8588   368.1448   2        91  23 104.676E-03
  1      276.4965512     0.8567   368.3584   2        75  26 469.398E-03
  1      276.4965555     0.8567   368.3584   1        68  33   2.926E+00
  1      276.5190595     0.8588   368.3279   2         6  25 234.596E-03
  1      276.9380770     0.8591   369.3350   2         6  23 150.621E-03
  1      277.1091265     0.8591   369.7623   2         6  23 120.733E-03
  1      277.2632130     0.8612   370.0980   1         6  26 256.582E-03
  1      277.3847275     0.8631   370.4947   1        27  24 351.710E-03
  1      277.4416132     0.8612   370.4947   2         6  23 107.433E-03
  1      277.4443990     0.8591   370.3421   2         7  26 213.620E-03
  1      277.5380535     0.8612   370.8304   2        98  35   2.449E+00
  1      277.5380680     0.8612   370.8304   1       100  30   1.343E+00
  1      277.5391787     0.8612   371.0440   2        29  27 385.980E-03
  1      277.5392098     0.8606   370.8304   1        35  26 637.178E-03
  1      277.8395877     0.8615   371.3187   2        25  28 438.326E-03
  1      277.8395928     0.8615   371.3187   1        54  30   1.330E+00
  1      277.8941420     0.8591   371.4408   1        16  27 386.740E-03
  1      277.9139480     0.8615   371.3187   1        63  38   5.703E+00
  1      277.9185895     0.8600   371.4713   2        13  25 193.889E-03
  1      277.9203100     0.8612   371.4102   2        10  28 231.468E-03
  1      278.3888748     0.8637   372.2648   2       108  30   1.132E+00
  1      278.3888825     0.8637   372.2648   1       100  39   9.069E+00
  1      278.5360765     0.8628   372.7531   1       100  23 155.135E-03
  1      278.6146523     0.8615   372.5395   1        61  29   1.198E+00
  1      278.6765087     0.8640   372.9972   2         1  25 160.192E-03
  1      278.6765433     0.8640   372.9972   1        25  25 294.648E-03
  1      278.7531995     0.8655   372.9972   1        59  28 985.413E-03
  1      279.1180538     0.8640   373.7602   2        20  25 232.590E-03
  1      279.1180765     0.8640   373.7602   1         7  26 291.457E-03
  1      279.2750495     0.8664   374.0043   2        20  23  81.896E-03
  1      279.6996315     0.8664   374.9504   2        89  33   1.013E+00
  1      279.6996458     0.8664   374.9504   1       121  32   2.132E+00
  1      279.8446680     0.8679   374.9809   2        31  26 332.126E-03
  1      279.9890560     0.8686   375.4082   2        31  23 106.380E-03
  1      279.9902470     0.8664   375.3777   2        11  24 160.201E-03
  1      279.9902580     0.8664   375.3777   1       179  29   1.627E+00
  1      279.9913912     0.8689   375.4387   2        40  31 696.759E-03
  1      279.9914118     0.8673   375.2251   1        42  27 677.788E-03
  1      279.9928300     0.8661   375.5913   2        12  28 265.695E-03
  1      280.8226562     0.8689   376.4458   2        19  26 319.452E-03
  1      280.8227010     0.8689   376.4458   1        42  23 130.032E-03
  1      280.9782290     0.8689   376.6595   2        36  25 347.040E-03
  1      280.9782542     0.8689   376.6595   1        20  25 393.418E-03
  1      281.0427888     0.8704   376.4458   2        26  28 564.961E-03
  1      281.0428113     0.8704   376.6595   1        36  27 466.020E-03
  1      281.2456165     0.8686   376.6595   2        26  23 135.320E-03
  1      281.4443242     0.8689   376.6900   2         0  24 200.229E-03
  1      281.4559350     0.8713   376.8120   2        26  27 288.701E-03
  1      281.4559627     0.8713   376.8120   1         9  25 336.085E-03
  1      281.4572702     0.8710   376.6900   2        17  26 250.001E-03
  1      281.4572955     0.8710   376.6900   1        10  27 301.582E-03
  1      281.4590950     0.8722   376.4458   2        32  27 553.761E-03
  1      281.4591075     0.8722   376.4458   1       101  31   2.032E+00
  1      281.4652438     0.8710   376.4458   2        32  23  95.341E-03
  1      281.4652493     0.8710   376.4458   1         0  24 164.838E-03
  1      281.5031080     0.8707   376.6595   2        29  28 337.097E-03
  1      281.5126815     0.8725   376.4458   2       104  31   1.224E+00
  1      281.5127075     0.8725   376.4458   1        98  32   2.806E+00
  1      281.5640100     0.8722   376.4458   2        29  28 389.287E-03
  1      281.5640302     0.8722   376.4458   1        38  28 705.291E-03
  1      281.5758915     0.8737   376.4458   2       129  32   1.353E+00
  1      281.5759217     0.8737   376.4458   1       105  31   1.924E+00
  1      281.5769547     0.8734   376.4458   1        10  23 166.615E-03
  1      281.5862158     0.8713   376.3237   2       116  30   1.373E+00
  1      281.5862302     0.8713   376.3237   1       161  35   3.711E+00
  1      281.5886352     0.8713   376.3237   2        20  28 417.510E-03
  1      281.5886542     0.8713   376.3237   1        38  28 680.327E-03
  1      281.6005930     0.8728   376.4458   2        20  23 118.046E-03
  1      281.6388793     0.8713   376.3848   1         1  24 132.924E-03
  1      282.2655607     0.8737   375.1945   1        70  28 755.143E-03
  1      282.4432280     0.8737   375.2251   2        24  28 326.865E-03
  1      282.4718957     0.8747   374.9809   1         9  24 273.568E-03
  1      282.8355660     0.8750   375.4387   2        18  25 238.062E-03
  1      282.8356147     0.8771   375.4692   1         6  25 292.487E-03
  1      287.3367627     0.8875   389.7824   1        32  26 456.527E-03
  1      288.6166435     0.8918   394.0245   2       107  36   2.185E+00
  1      288.6166502     0.8918   394.0245   1        85  33   3.324E+00
  1      289.2329425     0.8930   395.9471   2        43  31 882.078E-03
  1      289.2329575     0.8930   395.9471   1        31  26 398.137E-03
  1      289.3452607     0.8933   396.1302   2         0  23 124.560E-03
  1      289.5625192     0.8945   396.6796   2        15  25 165.126E-03
  1      289.9640545     0.8954   397.6867   2        15  23 181.692E-03
  1      289.9641095     0.8954   397.6867   1        31  23 195.110E-03
  1      290.0408687     0.8957   398.1445   1       279  39  17.253E+00
  1      290.0408930     0.8957   398.1445   2       269  36   4.532E+00
  1      290.0745180     0.8954   397.9308   2       105  36   2.417E+00
  1      290.0745328     0.8954   397.9308   1        57  31   1.593E+00
  1      290.0758280     0.8957   397.9308   2        74  32 915.454E-03
  1      290.0758430     0.8957   397.9308   1        78  35   4.918E+00
  1      290.1608050     0.8957   397.9003   2         0  25 149.349E-03
  1      290.5420365     0.8957   398.9074   2        28  28 370.078E-03
  1      295.6722035     0.9119   416.6692   2        68  27 575.503E-03
  1      295.6722193     0.9119   416.4861   1        49  27 754.928E-03
  1      295.6764397     0.9104   416.6997   2        68  23  85.456E-03
  1      295.8814475     0.9095   417.3711   2         0  23  77.305E-03
  1      295.9416612     0.9079   417.6763   1        49  23 189.333E-03
  1      296.0386463     0.9119   418.0425   2       134  48  28.474E+00
  1      296.0386535     0.9119   418.0425   1       146  42  28.027E+00
  1      296.0958660     0.9128   417.9510   2        26  27 268.994E-03
  1      296.4086670     0.9128   418.9276   2         0  23 108.941E-03
  1      296.4295635     0.9122   418.9276   2        39  27 381.039E-03
  1      296.4295937     0.9122   418.9276   1        36  27 559.146E-03
  1      296.5573570     0.9128   419.5990   2         0  23 132.959E-03
  1      296.6328445     0.9119   419.9042   2        97  37   2.714E+00
  1      296.6328587     0.9119   419.9042   1        99  35   3.970E+00
  1      296.6940015     0.9149   419.9042   2        29  31 689.951E-03
  1      296.6940232     0.9143   420.0262   1         9  25 298.040E-03
  1      296.7052510     0.9128   420.0262   2        33  30 472.955E-03
  1      296.7052765     0.9128   420.0262   1        68  31   1.884E+00
  1      296.7101632     0.9146   420.1483   2        84  31 960.533E-03
  1      296.7101785     0.9146   420.1483   1        81  28   1.198E+00
  1      297.3172545     0.9149   421.9489   2        34  30 902.240E-03
  1      297.3172755     0.9149   421.9489   1        41  28 612.732E-03
  1      297.8270180     0.9168   423.3222   1        38  26 362.261E-03
  1      298.5647520     0.9177   425.4890   1        88  34   4.552E+00
  1      298.5647520     0.9177   425.4890   2        10  25 391.479E-03
  1      298.7622080     0.9177   426.1299   2        46  30 551.053E-03
  1      298.7622368     0.9177   426.1299   1        88  34   3.432E+00
  1      298.7639752     0.9186   426.1910   2        60  27 563.286E-03
  1      298.7640015     0.9186   426.1910   1        54  33   1.637E+00
  1      298.7647895     0.9177   426.0994   1        16  25 275.307E-03
  1      298.9706340     0.9201   426.7403   1        42  24 415.398E-03
  1      299.7802387     0.9223   428.4493   2        31  27 400.297E-03
  1      299.7802645     0.9223   428.4493   1        41  29   1.111E+00
  1      300.1558093     0.9223   429.8227   1        57  26 659.727E-03
  1      300.3613727     0.9244   429.9142   2         3  25 156.551E-03
  1      300.3614150     0.9250   429.8837   1        54  27 844.495E-03
  1      300.4038605     0.9262   429.9142   2         3  23  71.012E-03
  1      300.5999988     0.9247   430.6162   1        54  23 152.293E-03
  1      300.6512280     0.9250   431.0434   2        42  27 490.506E-03
  1      300.6512455     0.9250   431.0434   1        35  27 509.258E-03
  1      301.0910680     0.9272   431.8674   2        26  23 126.977E-03
  1      301.9505955     0.9293   434.0648   2         5  23 127.655E-03
  1      302.0053370     0.9275   434.0648   1        42  28 681.351E-03
  1      302.5160470     0.9296   435.5297   2         4  23 183.686E-03
  1      303.0356068     0.9323   437.2387   2        31  26 338.082E-03
  1      303.0356652     0.9323   437.2387   1         0  23 169.459E-03
  1      303.8542528     0.9323   439.6802   2        48  29 569.598E-03
  1      303.8543290     0.9323   439.6802   1         0  23 180.214E-03
  1      304.0732847     0.9323   440.6568   2        48  23  70.645E-03
  1      305.2198265     0.9372   444.2885   2       139  36   2.491E+00
  1      305.2198438     0.9372   444.2885   1       143  31   2.812E+00
  1      305.2574655     0.9372   444.5631   2        17  24 204.724E-03
  1      305.2574930     0.9372   444.5631   1        59  28 725.978E-03
  1      305.2808852     0.9363   444.5631   2        17  23 105.092E-03
  1      305.2896972     0.9391   444.3190   2        27  29 507.012E-03
  1      305.2897207     0.9391   444.3190   1        44  25 496.392E-03
  1      305.2922498     0.9372   444.7768   2        87  40   4.136E+00
  1      305.2922658     0.9372   444.7768   1        85  33   2.216E+00
  1      305.3288140     0.9372   444.5631   2        87  23 127.225E-03
  1      305.3320493     0.9397   444.7768   2        87  23 120.150E-03
  1      305.3526748     0.9384   444.7157   2       172  43  15.557E+00
  1      305.3526887     0.9384   444.7157   1       141  39  12.460E+00
  1      305.3542470     0.9372   444.7768   2       172  23  94.566E-03
  1      305.3547500     0.9394   444.6547   1        58  25 401.321E-03
  1      305.3547575     0.9394   444.6547   2       172  23 109.013E-03
  1      305.3591580     0.9384   444.6547   2        38  33 825.370E-03
  1      305.3591777     0.9384   444.6547   1        39  27 509.465E-03
  1      306.3188022     0.9397   447.4624   2        32  32 673.335E-03
  1      306.3770578     0.9397   447.4929   2        85  36   1.760E+00
  1      306.3770737     0.9397   447.4929   1        80  32   1.792E+00
  1      307.3686150     0.9442   450.6363   2        85  23  78.138E-03
  1      307.7983345     0.9421   452.0402   1        80  23  69.427E-03
  1      308.7802387     0.9470   454.4816   1         3  24 227.590E-03
  1      309.7561955     0.9510   456.9231   2        85  23 122.874E-03
  1      310.3861548     0.9510   458.4796   2        69  31 843.575E-03
  1      310.3861755     0.9510   458.4796   1        11  25 225.816E-03
  1      310.4997545     0.9510   458.7237   2         0  24 116.945E-03
  1      310.5008767     0.9494   458.7237   2        57  27 422.246E-03
  1      310.5008880     0.9494   458.7237   1        46  29 955.433E-03
  1      310.5704890     0.9510   459.0594   2        90  38   2.836E+00
  1      310.5705055     0.9510   459.0594   1        51  33   2.563E+00
  1      311.0243167     0.9543   459.9445   1         4  24 160.293E-03
  1      311.5551737     0.9537   461.4093   2        90  23 126.874E-03
  1      311.8266700     0.9552   461.8976   2       126  41   9.927E+00
  1      311.8266805     0.9552   461.8976   1       134  42  15.593E+00
  1      311.8392477     0.9543   462.1418   1        56  28 708.128E-03
  1      311.8736862     0.9540   461.8976   2        28  29 468.635E-03
  1      311.9250385     0.9565   462.3859   2       131  41   9.886E+00
  1      311.9250520     0.9565   462.3859   1        87  34   2.683E+00
  1      312.1412600     0.9568   462.6301   2        30  29 441.694E-03
  1      312.1412893     0.9568   462.6301   1        87  23 147.986E-03
  1      312.1726790     0.9558   462.9658   1        45  27 645.684E-03
  1      312.3630052     0.9583   463.1184   2        26  30 393.989E-03
  1      312.3630237     0.9565   462.9658   1        57  29   1.027E+00
  1      312.3897750     0.9555   463.0573   2         7  26 199.766E-03
  1      312.6770465     0.9568   463.6067   2       218  35   1.998E+00
  1      312.6771725     0.9568   463.6067   1        99  36   6.058E+00
  1      312.8412425     0.9589   463.8508   1       173  28   1.826E+00
  1      312.8413030     0.9589   463.8508   2         3  24 169.201E-03
  1      313.1272262     0.9601   464.3391   2        49  29 496.817E-03
  1      313.1272623     0.9601   464.3391   1        64  33   2.739E+00
  1      313.1401307     0.9610   464.3086   2        15  23 214.497E-03
  1      313.1401327     0.9610   464.3086   1       119  28   1.795E+00
  1      313.3219047     0.9601   464.5833   2        15  25 156.556E-03
  1      313.4829732     0.9613   464.8579   1       119  23 144.706E-03
  1      313.5405852     0.9589   465.0410   2        15  23 114.342E-03
  1      313.7037860     0.9616   465.2242   2        15  23 118.297E-03
  1      314.3759410     0.9638   466.7501   2        74  34   1.533E+00
  1      314.3759700     0.9638   466.7501   1        27  27 517.128E-03
  1      314.3987212     0.9616   466.8722   2        95  33   1.837E+00
  1      314.3987575     0.9616   466.8722   1       106  31   3.207E+00
  1      316.1143495     0.9665   471.6636   2         1  24 162.832E-03
  1      316.3112162     0.9677   472.1519   2         8  24 159.709E-03
  1      316.3112770     0.9677   472.1519   1         9  25 326.647E-03
  1      316.4125025     0.9687   472.3960   1        22  26 254.635E-03
  1      316.4453260     0.9699   472.6096   2        22  28 365.881E-03
  1      316.4453562     0.9699   472.6096   1        81  25 753.973E-03
  1      316.7362392     0.9680   473.0979   2        22  23 100.442E-03
  1      316.7362630     0.9680   473.0979   1        28  26 329.623E-03
  1      316.7395418     0.9690   472.9759   1        10  25 249.821E-03
  1      316.7555850     0.9687   473.0064   2        86  35   1.771E+00
  1      316.7555925     0.9687   473.0064   1        90  32   3.073E+00
  1      317.0443100     0.9714   473.6168   1         0  23 152.431E-03
  1      317.1186570     0.9702   473.6168   2       144  45  22.261E+00
  1      317.1186625     0.9702   473.6168   1       175  47  98.657E+00
  1      317.1362695     0.9702   473.8304   2        57  30 524.111E-03
  1      317.1362800     0.9702   473.8304   1        94  35   5.175E+00
  1      318.7982952     0.9738   478.4997   2        42  33   1.065E+00
