C:\EA\AEwin for PCI2\AEData\MASTER\charcoal-2023-02-21-01.DTA
PCI2 (r) Location Version 
 Version E3.10

Four Channel DiSP Test
Tue Feb 21 11:50:24 2023

 ID     SSSSSSSS.mmmuuun      PARA1      PARA2  CH  DURATION AMP  ABS-ENERGY
  1      611.4106628     1.7859   418.4393   1        54  23 201.964E-03
  1      611.4314328     1.7859   418.5919   1        30  26 435.970E-03
  1      611.6949645     1.7866   418.9276   1         1  24 203.998E-03
  1      611.7245480     1.7866   418.8971   2        83  37   3.175E+00
  1      611.7245638     1.7866   418.8971   1        71  28   1.104E+00
  1      612.0175162     1.7890   419.1717   1        58  26 463.686E-03
  1      612.1845495     1.7869   419.6295   1        83  26 788.696E-03
  1      612.2074860     1.7890   419.4159   2       108  36   2.888E+00
  1      612.2074890     1.7890   419.4159   1       313  49 158.252E+00
  1      612.3118505     1.7893   419.4159   1        45  27 750.230E-03
  1      612.3144460     1.7869   419.3853   1        22  24 329.198E-03
  1      612.3695837     1.7893   419.3853   1        30  25 321.419E-03
  1      612.3944755     1.7893   419.6295   2       108  23 120.661E-03
  1      612.6116700     1.7914   419.6295   1         3  23 173.213E-03
  1      612.6536260     1.7893   419.7516   2       154  40   8.557E+00
  1      612.6536322     1.7893   419.7516   1       174  44  40.816E+00
  1      612.7323255     1.7893   419.8737   1       291  36  11.867E+00
  1      612.7323310     1.7893   419.8737   2        62  30 651.508E-03
  1      612.7335503     1.7905   419.9957   1        23  26 465.367E-03
  1      612.7340127     1.7911   419.8737   1        24  26 418.333E-03
  1      612.7361740     1.7914   419.8737   1        29  26 446.360E-03
  1      612.7530298     1.7884   419.9042   1        29  23 174.169E-03
  1      612.7609317     1.7914   420.0873   1         6  24 187.581E-03
  1      612.7644312     1.7917   419.9042   1        78  32   2.058E+00
  1      613.1629585     1.7917   420.2704   1        32  23 361.951E-03
  1      613.1840037     1.7914   420.1483   2         0  24 138.658E-03
  1      613.4375707     1.7939   420.8503   1         1  23 139.398E-03
  1      613.4512057     1.7914   420.6366   2        87  32   1.134E+00
  1      613.4512070     1.7914   420.6366   1       135  33   4.692E+00
  1      613.4700460     1.7914   420.7892   1        34  25 471.982E-03
  1      613.4980607     1.7914   420.7892   1       148  33   2.744E+00
  1      613.4980660     1.7914   420.7892   2        49  30 468.716E-03
  1      613.5353968     1.7917   420.7587   1         0  23 202.614E-03
  1      613.6173220     1.7917   420.8808   1        75  30   2.034E+00
  1      613.7088040     1.7917   421.0944   2        49  23 106.239E-03
  1      613.7186390     1.7917   421.1249   2        17  26 293.546E-03
  1      613.7186475     1.7917   421.1249   1        77  31   2.153E+00
  1      613.7316042     1.7942   420.8503   2       125  42   8.149E+00
  1      613.7316075     1.7917   420.8808   1       189  45  51.786E+00
  1      613.7326917     1.7917   421.0944   2       216  44  18.103E+00
  1      613.7326925     1.7917   421.0944   1       545  51 140.430E+00
  1      613.9444825     1.7942   419.9042   1         9  24 308.332E-03
  1      613.9867672     1.7942   419.7516   1       124  30   1.154E+00
  1      614.0249530     1.7942   420.1483   1        65  31   1.631E+00
  1      614.0249645     1.7942   420.1483   2       216  23 125.457E-03
  1      614.0328163     1.7942   420.0568   1        12  25 273.043E-03
  1      614.1230640     1.7942   420.1483   1        89  34   2.383E+00
  1      614.1230728     1.7942   420.1483   2        21  26 306.064E-03
  1      614.3060847     1.7942   420.1483   1        21  24 244.780E-03
  1      614.5745935     1.7963   420.3009   1        41  27 729.134E-03
  1      614.5968795     1.7978   420.3925   1        36  27 477.661E-03
  1      614.6024627     1.7966   420.2399   1        57  29   1.169E+00
  1      615.2407407     1.8000   420.7892   2        11  25 237.113E-03
  1      615.2407473     1.8000   420.7892   1       107  25 754.407E-03
  1      615.2817595     1.7991   420.6366   1        74  34   3.208E+00
  1      615.2855425     1.7978   420.6366   1        94  34   7.099E+00
  1      615.2855427     1.7978   420.6366   2        77  24 410.436E-03
  1      615.5294092     1.7966   420.8808   1        14  27 368.481E-03
  1      615.5943530     1.7988   421.1249   1        34  27 570.526E-03
  1      615.6069647     1.7978   420.8808   1        23  25 347.001E-03
  1      615.7437855     1.7988   421.1249   2        77  23  95.055E-03
  1      615.7800762     1.7988   421.1249   2         6  26 179.062E-03
  1      615.8905227     1.7988   421.0944   2        29  27 293.726E-03
  1      615.8905322     1.7988   421.0944   1        50  25 363.875E-03
  1      615.9444445     1.7975   420.8808   1        27  26 310.968E-03
  1      616.0106587     1.7991   421.1249   2        11  23 195.096E-03
  1      616.0106995     1.7991   421.1249   1         4  24 137.493E-03
  1      616.0158297     1.8003   421.1249   1       115  37   8.631E+00
  1      616.0158552     1.8003   421.1249   2        33  27 252.763E-03
  1      616.0636620     1.7991   421.3385   1        27  26 469.006E-03
  1      616.0663657     1.8006   420.8808   1        70  30   1.453E+00
  1      616.1179015     1.8003   421.2165   1        24  27 337.597E-03
  1      616.4710955     1.8006   421.5827   1        86  31   2.210E+00
  1      616.5015330     1.8006   421.8268   2        87  36   1.704E+00
  1      616.5015530     1.8006   421.8268   1        55  28   1.140E+00
  1      616.5229240     1.8015   421.8574   1        55  23 120.053E-03
  1      616.6177162     1.8015   421.7658   2         6  24 127.647E-03
  1      616.6392062     1.8015   421.8268   2         4  25 187.950E-03
  1      616.6444650     1.8012   421.7658   2        92  30 901.667E-03
  1      616.6444785     1.8012   421.7658   1       364  37  16.558E+00
  1      616.8900575     1.8015   421.8268   2        31  28 398.417E-03
  1      616.8900775     1.8015   421.8268   1        38  25 543.795E-03
  1      616.9523470     1.8012   421.7048   1        38  23  74.044E-03
  1      616.9586200     1.8015   421.8574   2        10  25 178.931E-03
  1      617.1394138     1.8033   421.8574   1        38  23  81.367E-03
  1      617.2879537     1.8015   421.6132   1        69  31   2.091E+00
  1      617.4524783     1.8039   421.6132   1       117  30   1.284E+00
  1      617.4524975     1.8039   421.6132   2         6  25 231.140E-03
  1      617.4534072     1.8049   421.7353   1        28  23 260.024E-03
  1      617.4691700     1.8027   421.8574   1        30  24 203.322E-03
  1      617.5548195     1.8039   421.6132   1         1  24 246.657E-03
  1      617.6756070     1.8039   421.6132   1        80  28 906.090E-03
  1      617.7083833     1.8036   421.9794   1       105  36   6.402E+00
  1      617.7354740     1.8033   421.8574   1        56  27 757.629E-03
  1      617.8090440     1.8039   421.7048   2        98  36   2.605E+00
  1      617.8090492     1.8039   421.7048   1       118  38  10.797E+00
  1      617.8684537     1.8039   421.5827   1        67  29   1.290E+00
  1      617.9216917     1.8061   421.7658   2       143  42   7.849E+00
  1      617.9216982     1.8061   421.7658   1       132  42  24.082E+00
  1      617.9704248     1.8052   421.6132   1        29  25 358.134E-03
  1      618.1609422     1.8052   421.3690   1        51  26 488.038E-03
  1      618.1795727     1.8049   421.5827   1        51  23  95.884E-03
  1      618.2575760     1.8061   421.5827   1        33  27 505.951E-03
  1      618.2658138     1.8064   421.3690   1        21  23 219.143E-03
  1      618.3559255     1.8064   422.1931   2         0  24 127.205E-03
  1      618.3559615     1.8064   422.1931   1         6  23 224.192E-03
  1      618.4138775     1.8064   421.3690   1       196  39  17.139E+00
  1      618.4138920     1.8064   421.3690   2        86  28 813.481E-03
  1      618.4850827     1.8061   421.3690   1       100  28   1.536E+00
  1      618.6890730     1.8079   421.3690   1        14  24 289.462E-03
  1      618.7046252     1.8085   421.6132   1        85  27 897.247E-03
  1      618.7241608     1.8058   421.5217   2       107  31   1.414E+00
  1      618.7241742     1.8058   421.5217   1       137  37   8.572E+00
  1      618.7817417     1.8085   421.6132   1       156  31   3.091E+00
  1      618.8661912     1.8064   421.7048   2         0  23 126.753E-03
  1      618.8719683     1.8064   421.5827   1        59  29   1.139E+00
  1      618.9104643     1.8058   421.5217   1         6  23 225.158E-03
  1      619.0303730     1.8064   421.8268   1        29  25 408.275E-03
  1      619.1572117     1.8061   422.1015   2        19  27 276.410E-03
  1      619.2216235     1.8085   421.8574   1         3  23 185.904E-03
  1      619.2403627     1.8097   421.8574   1        59  29   1.203E+00
  1      619.4267602     1.8076   422.0099   1        80  29   1.250E+00
  1      619.4915975     1.8101   421.8574   1        47  27 581.943E-03
  1      619.5396752     1.8104   422.1931   1        64  29   1.072E+00
  1      619.5873532     1.8101   421.8574   1         3  24 253.853E-03
  1      619.5904955     1.8085   421.9794   1         9  23 228.285E-03
  1      619.5959605     1.8097   422.1015   1       113  40  16.171E+00
  1      619.5959605     1.8097   422.1015   2       121  28 746.009E-03
  1      619.6444355     1.8088   422.1931   1       113  23 134.705E-03
  1      619.6448817     1.8110   422.0710   1        61  32   2.425E+00
  1      619.6458427     1.8110   421.8574   1       531  40  43.704E+00
  1      619.6458435     1.8110   421.8574   2       488  32   3.369E+00
  1      619.6484843     1.8088   422.1015   2        22  27 353.063E-03
  1      619.6484875     1.8088   422.1015   1        81  29   1.489E+00
  1      619.6499105     1.8088   422.1015   1        81  23 158.482E-03
  1      619.6515162     1.8085   422.1015   2        22  23 149.933E-03
  1      619.6517280     1.8097   422.3151   1         1  23 189.715E-03
  1      619.6523442     1.8104   422.1015   2       123  29 875.715E-03
  1      619.6523470     1.8104   422.1015   1       129  29   1.498E+00
  1      619.6531770     1.8104   422.0099   1        29  30 979.127E-03
  1      619.6537282     1.8088   422.0099   1         1  23 127.283E-03
  1      619.6611467     1.8097   422.3151   1        94  29   1.397E+00
  1      619.6611662     1.8097   422.3151   2         0  23 102.285E-03
  1      619.6617330     1.8079   422.2541   2        17  26 258.895E-03
  1      619.6619925     1.8088   422.1015   1        55  27 667.828E-03
  1      619.6641497     1.8110   422.0099   1         1  24 251.469E-03
  1      619.6712945     1.8064   422.3151   1         1  23 184.270E-03
  1      619.6763852     1.8113   422.0710   1         1  23 131.990E-03
  1      619.6872197     1.8101   421.8574   1        12  29 533.726E-03
  1      619.7712630     1.8064   422.1015   2       159  33   3.409E+00
  1      619.7712745     1.8064   422.1015   1       209  40  19.752E+00
  1      619.7720357     1.8088   421.8574   2        57  27 573.727E-03
  1      619.7722042     1.8088   421.8574   1       143  32   2.614E+00
  1      619.7725443     1.8088   422.1015   2        16  25 222.851E-03
  1      619.7732045     1.8097   421.8574   1        28  25 474.557E-03
  1      619.7735780     1.8085   422.0710   2       303  31   3.166E+00
  1      619.7736653     1.8088   422.1015   1       239  41   6.600E+00
  1      619.8411190     1.8097   421.8574   1        10  26 320.310E-03
  1      619.8648447     1.8104   421.8574   1        65  30   1.275E+00
  1      619.9137657     1.8097   421.7658   1        61  28   1.112E+00
  1      619.9215515     1.8107   421.8574   2        18  28 277.032E-03
  1      619.9215770     1.8107   421.8574   1        32  26 428.851E-03
  1      619.9286745     1.8110   421.6132   1        65  29   1.267E+00
  1      619.9527260     1.8088   421.7048   1        20  24 326.169E-03
  1      619.9561068     1.8097   421.7658   1        84  28   1.300E+00
  1      619.9561130     1.8097   421.7658   2        10  24 192.141E-03
  1      620.0056440     1.8088   421.7353   1        34  26 364.648E-03
  1      620.0104813     1.8113   421.7353   2         0  23 135.544E-03
  1      620.0104952     1.8113   421.7353   1       193  30   1.787E+00
  1      620.0683935     1.8097   421.6132   1        66  26 601.109E-03
  1      620.1308080     1.8128   421.2775   1        66  23 144.568E-03
  1      620.2125795     1.8113   421.3385   2        89  27 734.492E-03
  1      620.2125890     1.8113   421.3385   1       106  35   6.160E+00
  1      620.3102477     1.8104   421.3385   1        64  28   1.135E+00
  1      620.3102610     1.8104   421.3385   2        89  23  83.404E-03
  1      620.3323330     1.8113   421.3385   1        18  24 307.006E-03
  1      620.3498633     1.8110   421.1249   1         0  23 106.405E-03
  1      620.3644752     1.8110   421.2775   2        89  23 166.061E-03
  1      620.3644995     1.8110   421.2775   1        56  25 537.324E-03
  1      620.4557022     1.8113   421.3690   2         3  24 154.972E-03
  1      620.4997165     1.8113   421.2775   1        71  34   3.573E+00
  1      620.5012082     1.8113   421.3385   2         3  23 203.284E-03
  1      620.5012105     1.8113   421.3385   1        69  30   1.563E+00
  1      620.5083232     1.8113   421.1249   2        20  24 253.576E-03
  1      620.5083297     1.8113   421.1249   1       152  30   2.964E+00
  1      620.6134427     1.8113   421.3385   1        69  30   1.404E+00
  1      620.6346330     1.8134   421.3690   1        11  25 416.842E-03
  1      620.6649960     1.8128   421.2775   1        27  23 231.123E-03
  1      620.6843212     1.8113   421.1249   1        37  26 463.445E-03
  1      620.8344725     1.8159   420.8808   1        34  25 434.283E-03
  1      620.9468885     1.8134   420.8808   1         3  24 202.609E-03
  1      621.0087858     1.8134   421.0944   1         1  24 173.442E-03
  1      621.2150330     1.8149   421.0639   1        56  28   1.098E+00
  1      621.2437058     1.8137   421.1249   1        39  27 453.157E-03
  1      621.3633520     1.8152   420.8808   1        55  29   1.246E+00
  1      621.3950673     1.8137   421.0944   1        40  27 715.664E-03
  1      621.4183232     1.8146   421.2165   1        48  26 716.203E-03
  1      621.4281947     1.8137   420.8503   2         1  23 163.729E-03
  1      621.4282207     1.8146   420.8808   1        27  25 330.015E-03
  1      621.4466857     1.8128   420.8503   1        30  25 467.832E-03
  1      621.4483960     1.8137   420.8808   1        53  28 920.923E-03
  1      621.5091575     1.8159   420.8808   1        53  23 204.520E-03
  1      621.5568097     1.8162   420.8503   1        56  29 919.160E-03
  1      621.6542923     1.8162   420.7892   1        56  23 190.279E-03
  1      621.8265847     1.8159   420.8503   1        70  28   1.340E+00
  1      621.9048012     1.8137   420.8808   1        83  31   2.312E+00
  1      622.0404633     1.8180   421.0944   2       126  37   4.881E+00
  1      622.0404673     1.8180   421.0944   1       334  42  26.958E+00
  1      622.0432560     1.8171   421.1249   2       140  38   3.725E+00
  1      622.0432603     1.8171   421.1249   1       145  43  24.248E+00
  1      622.1179495     1.8162   420.7282   1        35  27 568.344E-03
  1      622.1649880     1.8159   420.6366   2         1  23 128.839E-03
  1      622.1654330     1.8162   420.6061   2       123  31   1.235E+00
  1      622.1654372     1.8162   420.6061   1       132  35   5.372E+00
  1      622.1751575     1.8162   420.3925   2         7  24 232.919E-03
  1      622.1751722     1.8162   420.3925   1        86  29 798.248E-03
  1      622.1892082     1.8171   420.3619   2         7  23 108.129E-03
  1      622.1904127     1.8183   420.3619   1        79  26 623.133E-03
  1      622.2088485     1.8183   420.3925   2         3  25 149.319E-03
  1      622.2088743     1.8183   420.3925   1        30  23 225.600E-03
  1      622.2353585     1.8171   420.3925   2         0  23 104.829E-03
  1      622.2353895     1.8171   420.3925   1        56  27 822.308E-03
  1      622.2383960     1.8186   420.1483   2        26  27 398.669E-03
  1      622.2384185     1.8174   419.9042   1        89  30   2.183E+00
  1      622.2394648     1.8183   420.2399   1        60  27 993.833E-03
  1      622.2421107     1.8180   420.1178   2        85  33   1.080E+00
  1      622.2421172     1.8180   420.1178   1       114  36   9.410E+00
  1      622.2446145     1.8162   420.1483   1        52  28 474.368E-03
  1      622.2521370     1.8177   420.1483   1        25  25 466.260E-03
  1      622.2630138     1.8177   420.1178   1        25  25 339.274E-03
  1      622.2821295     1.8186   419.9042   2         1  24 170.236E-03
  1      622.3185047     1.8195   419.6600   2         8  26 171.585E-03
  1      622.3185107     1.8195   419.6600   1        62  30   1.377E+00
  1      622.3262770     1.8186   419.4159   1        55  29   1.006E+00
  1      622.3262840     1.8186   419.4159   2         8  23  99.040E-03
  1      622.3542110     1.8174   419.4159   1        19  25 362.752E-03
  1      622.3657103     1.8165   419.1412   1        30  26 452.688E-03
  1      622.3876125     1.8162   418.9276   2         8  23 117.503E-03
  1      622.4516040     1.8159   418.4088   1        30  23 172.234E-03
  1      622.4819780     1.8174   418.3172   2        88  32   1.084E+00
  1      622.4819915     1.8174   418.3172   1        99  32   3.630E+00
  1      622.4861800     1.8183   418.1951   2        14  24 142.399E-03
  1      622.4974725     1.8177   418.1646   2       130  34   1.683E+00
  1      622.4974960     1.8177   418.1646   1        98  36   6.767E+00
  1      622.5002455     1.8159   418.0425   2        86  23 249.050E-03
  1      622.5336975     1.8162   418.1646   1         1  25 169.567E-03
  1      622.5682030     1.8162   417.6763   1         0  23 150.412E-03
  1      622.9241207     1.8186   416.4861   2        23  26 194.732E-03
  1      622.9432580     1.8177   416.4556   1        52  30   1.356E+00
  1      622.9470918     1.8171   416.3945   1        63  34   3.004E+00
  1      623.1572925     1.8198   415.7537   1        42  30 826.198E-03
  1      623.2245658     1.8198   415.4790   1         0  23 185.202E-03
  1      623.2748285     1.8210   415.5095   1         0  23 155.841E-03
  1      623.2772992     1.8186   415.7231   1         1  25 178.892E-03
  1      623.3118523     1.8183   415.4790   2        23  23 119.245E-03
  1      623.4061915     1.8186   415.2348   1        71  31   2.183E+00
  1      623.4521822     1.8186   415.0212   1       115  37   7.525E+00
  1      623.4522070     1.8183   415.0212   2        14  26 299.347E-03
  1      623.5102768     1.8186   414.9907   2        32  28 355.350E-03
  1      623.5102940     1.8186   414.9907   1        85  28   1.325E+00
  1      623.5380562     1.8198   414.9907   1        69  25 530.789E-03
  1      623.5798985     1.8210   414.7771   1        15  25 277.450E-03
  1      623.5803580     1.8210   414.9297   1        52  30 727.419E-03
  1      623.6319772     1.8210   414.7466   2        29  27 388.346E-03
  1      623.6319947     1.8210   414.7466   1        64  32   2.884E+00
  1      623.6732543     1.8204   414.7466   2        29  23 119.333E-03
  1      623.6991375     1.8232   414.7771   1        21  24 211.042E-03
  1      623.8135610     1.8210   414.4108   1        50  26 539.613E-03
  1      623.8530250     1.8210   414.2888   1        40  26 657.422E-03
  1      624.0152980     1.8207   414.4413   2        37  34   1.163E+00
  1      624.0153215     1.8207   414.4413   1        52  28 883.080E-03
  1      624.0176022     1.8210   414.2888   1        77  32   3.277E+00
  1      624.0287712     1.8207   414.2888   1       117  34   2.835E+00
  1      624.0299825     1.8207   414.3803   1        25  23 304.474E-03
  1      624.0326280     1.8198   414.2888   1        29  27 423.216E-03
  1      624.2723492     1.8226   413.7700   1        29  23 195.814E-03
  1      624.2881052     1.8210   414.0141   1        40  26 657.225E-03
  1      624.3093790     1.8210   413.7700   2        42  25 206.873E-03
  1      624.5449800     1.8226   413.5563   1        57  29 771.813E-03
  1      624.5491550     1.8232   413.5563   1        13  27 356.998E-03
  1      624.5870817     1.8244   413.5258   1       144  34   8.478E+00
  1      624.6257162     1.8235   413.5563   1        20  25 376.756E-03
  1      624.6710810     1.8232   413.5258   1        48  28   1.105E+00
  1      624.8975985     1.8247   413.5258   1        25  25 346.687E-03
  1      624.9339382     1.8256   413.4648   1        41  27 575.269E-03
  1      624.9347885     1.8244   413.4648   1        72  28   1.258E+00
  1      624.9910315     1.8253   413.2816   1        29  25 337.990E-03
  1      625.1479537     1.8235   413.4342   1        84  32   2.741E+00
  1      625.2230525     1.8259   413.3122   1        35  28 592.158E-03
  1      625.2625883     1.8259   413.2816   1        13  24 268.780E-03
  1      625.4168553     1.8250   413.5563   2        94  30   1.003E+00
  1      625.4168585     1.8250   413.5563   1       152  40  19.431E+00
  1      625.4191785     1.8235   413.5563   1       163  40  16.789E+00
  1      625.4191907     1.8235   413.5563   2        68  28 590.698E-03
  1      625.4202417     1.8235   413.5258   1         0  24 171.153E-03
  1      625.4207578     1.8250   413.5563   1       135  33   6.182E+00
  1      625.4213775     1.8271   413.5563   1        53  29 975.745E-03
  1      625.4224800     1.8256   413.5563   2       126  35   3.127E+00
  1      625.4224802     1.8256   413.5563   1       196  47  94.244E+00
  1      625.4416380     1.8259   413.3122   1        50  26 769.047E-03
  1      625.4449487     1.8253   413.5563   1        73  29   1.042E+00
  1      625.5587500     1.8259   413.3122   1        64  32   2.479E+00
  1      625.5967412     1.8259   413.4037   1        76  30   1.989E+00
  1      625.6192422     1.8278   413.3122   1         1  24 195.584E-03
  1      625.6229942     1.8259   413.2816   1         3  25 187.007E-03
  1      625.7759350     1.8259   413.2816   2       126  23  89.367E-03
  1      625.8176355     1.8281   413.3122   1        75  32   2.299E+00
  1      625.8198430     1.8259   413.2816   1        78  31   1.237E+00
  1      625.8298962     1.8259   413.0680   1        32  26 499.348E-03
  1      626.0989525     1.8274   413.4648   1       285  47 109.276E+00
  1      626.0989635     1.8274   413.4648   2       109  29   1.186E+00
  1      626.3310507     1.8284   413.0680   1        33  26 434.615E-03
  1      626.4979983     1.8308   413.0375   2        36  31 661.420E-03
  1      626.4980337     1.8284   413.0375   1         0  23 204.892E-03
  1      626.5215790     1.8284   412.8239   2        32  26 311.321E-03
  1      626.6585558     1.8308   413.0680   1        61  28   1.145E+00
  1      626.7320507     1.8284   412.8239   1       131  41  30.380E+00
  1      626.7320600     1.8284   412.8239   2        58  27 690.210E-03
  1      626.7356432     1.8305   412.5492   1         3  24 243.332E-03
  1      626.7732190     1.8284   412.7934   1         7  25 190.195E-03
  1      626.8771425     1.8274   412.5797   2         0  23 110.370E-03
  1      626.8775352     1.8299   412.5797   1        67  34   2.548E+00
  1      626.8889757     1.8305   412.5492   1        52  26 675.401E-03
  1      626.9575540     1.8308   412.4576   1         1  24 109.051E-03
  1      626.9796615     1.8308   412.3356   2         0  23 131.508E-03
  1      627.0205095     1.8308   412.3356   1        66  29   1.311E+00
  1      627.0216407     1.8323   412.3356   2        94  30 971.811E-03
  1      627.0216417     1.8323   412.3356   1       186  43  33.808E+00
  1      627.0359790     1.8281   412.3051   1        77  30   1.431E+00
  1      627.1021437     1.8305   412.0914   1        77  23 268.290E-03
  1      627.1058782     1.8296   412.2135   2        25  27 324.577E-03
  1      627.1058903     1.8296   412.2135   1        44  27 620.223E-03
  1      627.2948927     1.8296   411.7863   2         0  24 127.836E-03
  1      627.3866040     1.8308   411.4505   1        50  27 589.500E-03
  1      627.4143877     1.8308   411.5726   1        33  23 242.957E-03
  1      627.4999433     1.8308   411.7557   1        96  30   1.704E+00
  1      627.5417062     1.8308   411.6031   2        17  24 146.260E-03
  1      627.6038767     1.8308   411.5421   1        20  24 352.713E-03
  1      627.6379422     1.8305   411.5726   2        13  25 200.550E-03
  1      627.6379720     1.8305   411.5726   1        41  28 648.121E-03
  1      627.6757038     1.8308   411.5726   2        22  27 262.587E-03
  1      627.7130757     1.8308   411.3590   2        30  26 300.200E-03
  1      627.7967978     1.8329   411.2674   2         1  27 187.024E-03
  1      627.7968510     1.8326   411.1148   1         3  23 207.744E-03
  1      627.8273527     1.8329   411.1148   1        97  36   5.076E+00
  1      627.8273698     1.8329   411.1148   2        13  28 237.038E-03
  1      627.8590732     1.8342   411.1148   1        49  28 797.633E-03
  1      627.8742832     1.8332   411.0843   1        21  24 272.973E-03
  1      627.8944492     1.8332   411.0843   1        24  24 182.360E-03
  1      627.9420637     1.8332   410.9928   1        16  23 193.091E-03
  1      627.9749520     1.8320   410.8707   1         7  25 179.644E-03
  1      628.0141240     1.8329   410.8707   1         3  25 252.008E-03
  1      628.1028125     1.8323   410.9928   1        33  25 320.370E-03
  1      628.1050540     1.8323   410.8707   1        75  29   1.279E+00
  1      628.1343387     1.8332   410.6266   1        25  25 268.495E-03
  1      628.1693527     1.8326   410.6266   1        30  24 310.005E-03
  1      628.1697025     1.8345   410.8402   2        35  33 936.263E-03
  1      628.2341072     1.8323   410.6266   1         9  25 247.691E-03
  1      628.3100910     1.8342   410.6266   1         9  23 179.028E-03
  1      628.3200662     1.8332   410.8402   1        17  24 211.431E-03
  1      628.4912470     1.8345   410.5655   1        57  26 682.465E-03
  1      628.5208672     1.8354   410.5960   2        62  27 632.167E-03
  1      628.5209470     1.8354   410.5960   1        42  27 585.159E-03
  1      628.6145413     1.8354   410.5960   2        62  23 107.304E-03
  1      628.6427240     1.8348   410.4739   1       124  31   3.026E+00
  1      628.7999710     1.8354   410.5960   1        86  33   2.941E+00
  1      628.8218503     1.8342   410.4739   2        26  25 188.776E-03
  1      628.8694262     1.8342   410.3824   1       153  38   9.278E+00
  1      628.8694327     1.8342   410.3824   2        93  31   1.010E+00
  1      628.8805167     1.8332   410.6266   1        36  26 519.538E-03
  1      629.0288910     1.8378   410.2908   1       106  37   9.498E+00
  1      629.1123227     1.8357   410.5350   2        12  27 256.489E-03
  1      629.2079900     1.8360   410.5655   2         0  23 102.377E-03
  1      629.2361372     1.8360   410.5350   2        33  26 332.812E-03
  1      629.2361667     1.8360   410.5350   1        49  26 624.373E-03
  1      629.2439252     1.8366   410.6266   1        30  24 314.278E-03
  1      629.2917822     1.8381   410.4739   2         8  25 160.964E-03
  1      629.3259505     1.8381   410.3519   1         3  24 242.185E-03
  1      629.3463057     1.8360   410.4739   1       259  38  16.976E+00
  1      629.4435637     1.8378   410.4739   2        34  30 516.974E-03
  1      629.4435810     1.8378   410.4739   1        58  26 825.063E-03
  1      629.5278277     1.8366   410.3824   1       412  56 552.505E+00
  1      629.5278815     1.8366   410.3824   2       180  41  16.859E+00
  1      629.5695877     1.8354   410.4739   1        30  25 368.553E-03
  1      629.5731852     1.8360   410.3824   1        27  25 318.560E-03
  1      629.5914042     1.8366   409.8941   1        27  23 120.464E-03
  1      629.6245260     1.8378   409.6500   1        27  23 238.182E-03
  1      629.6704742     1.8369   409.3753   1        92  32   2.023E+00
  1      629.6704777     1.8369   409.3753   2        88  27 587.085E-03
  1      629.6828132     1.8372   409.4973   1        12  25 287.508E-03
  1      629.7415055     1.8378   409.1617   1        56  29   1.383E+00
  1      629.7528757     1.8372   408.9175   1         7  26 221.472E-03
  1      629.8128445     1.8390   408.9175   1        23  24 274.143E-03
  1      629.8993112     1.8403   408.4292   1        23  23 134.012E-03
  1      629.9276203     1.8381   408.3987   2         0  23 146.866E-03
  1      629.9611547     1.8406   408.2766   1        29  25 319.068E-03
  1      629.9997830     1.8390   408.3987   1        29  23 163.773E-03
  1      630.0273982     1.8381   407.9409   2        31  26 329.397E-03
  1      630.0274288     1.8375   408.1851   1        55  27 842.671E-03
  1      630.0818302     1.8381   408.1851   1        55  23 172.671E-03
  1      630.1141707     1.8394   408.1851   1        82  31   1.359E+00
  1      630.1141763     1.8394   408.1851   2       119  28 739.253E-03
  1      630.1278860     1.8381   408.1545   1        51  26 368.197E-03
  1      630.3260707     1.8372   408.0935   1        51  23 140.627E-03
  1      630.4635887     1.8381   407.6968   2        15  25 233.961E-03
  1      630.4635940     1.8381   407.6968   1        72  30   2.245E+00
  1      630.5712792     1.8397   407.6968   1        31  25 416.921E-03
  1      630.5799275     1.8406   407.9104   1        49  30   1.083E+00
  1      630.5799332     1.8406   407.9104   2        15  23 156.373E-03
  1      630.5816488     1.8403   407.6968   1        49  23 192.870E-03
  1      630.5836322     1.8406   407.9409   1         4  25 288.704E-03
  1      630.5858840     1.8403   408.0935   1        48  26 668.775E-03
  1      630.6322370     1.8390   407.6968   1        88  30   1.595E+00
  1      631.0364063     1.8406   407.9409   1        65  29   1.010E+00
  1      631.2484452     1.8427   407.6968   2        33  32 801.363E-03
  1      631.2484862     1.8427   407.6968   1         0  23 139.901E-03
  1      631.4818102     1.8421   407.9409   2        18  26 282.123E-03
  1      631.6502738     1.8406   408.1851   1         0  23 143.780E-03
  1      631.6527858     1.8406   408.1851   1        29  26 353.892E-03
  1      631.6864927     1.8430   408.1545   1        27  23 192.902E-03
  1      631.8223473     1.8439   408.3376   2        31  33 749.715E-03
  1      631.8249580     1.8427   408.1851   2         0  23  85.530E-03
  1      631.8876800     1.8439   408.3682   1        32  25 298.304E-03
  1      631.9629115     1.8442   408.3987   1         5  23 221.069E-03
  1      632.0161645     1.8455   408.4292   2         0  23 144.638E-03
  1      632.0340455     1.8451   408.5208   2         0  23  61.269E-03
  1      632.3508897     1.8430   408.6734   1        26  27 510.134E-03
  1      632.3521095     1.8442   408.8870   1        93  27   1.332E+00
  1      632.3840347     1.8451   408.6429   2        40  32 688.761E-03
  1      632.3840460     1.8451   408.6429   1        70  30   1.821E+00
  1      632.4513097     1.8442   408.8870   1        24  25 320.612E-03
  1      632.5631995     1.8445   408.6734   1        55  28 956.833E-03
